title,price,manufacturing_year,mileage,color,fuel,hp,eurostandard,cubic_capacity,gearbox,type,region,url
Mercedes-Benz GLE 350 * 2xAMG* AIRMATIC* 4MATIC* 360*,91 900 лв.,януари 2020 г.,83 600,Черен,Дизелов,272,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21738418820241147-mercedes-benz-gle-350-2xamg-airmatic-4matic-360
Mercedes-Benz GLE 350 e 4Matic AMG Line = MGT Select 2=,115 000 лв.,юли 2021 г.,84 000,Черен,Plug-in хибрид,333,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21728036655135082-mercedes-benz-gle-350-e-4matic-amg-line-mgt-select-2
Mercedes-Benz GLE 350  COUPE AMG PANORAMA,115 800 лв.,януари 2021 г.,165 000,Бял,Дизелов,286,6,3000,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21738183483328198-mercedes-benz-gle-350-coupe-amg-panorama
Mercedes-Benz GLE 350 * 4MATIC* AMG* NIGHT PACKET* PANO* 21 *,117 999 лв.,септември 2020 г.,124 033,Черен,Дизелов,272,6,3000,автоматична,Джип,Видин,https://www.mobile.bg/obiava-21737096632172223-mercedes-benz-gle-350-4matic-amg-night-packet-pano-21
"Mercedes-Benz GLE 350 350D EQ 5, 3 AMG Packet",118 888 лв.,юни 2021 г.,163 000,Черен,Дизелов,272,6,1998,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21732967729169300-mercedes-benz-gle-350-350d-eq-5-3-amg-packet
Mercedes-Benz GLE 350 d* 4M* AMG* PANORAMA* KEYLESS* 360* DISTR*,119 800 лв.,септември 2019 г.,85 000,Бял,Дизелов,272,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21710168941902209-mercedes-benz-gle-350-d-4m-amg-panorama-keyless-360-distr
Mercedes-Benz GLE 350 d AMG-pack,119 900 лв.,февруари 2020 г.,98 000,Бял,Дизелов,272,6,2997,автоматична,Джип,София,https://www.mobile.bg/obiava-21706519763905207-mercedes-benz-gle-350-d-amg-pack
Mercedes-Benz GLE 350 d / COUPE / AMG OPTIC,120 000 лв.,октомври 2020 г.,91 000,Бял,Дизелов,286,,,автоматична,Джип,София,https://www.mobile.bg/obiava-21737147552922532-mercedes-benz-gle-350-d-coupe-amg-optic
Mercedes-Benz GLE 350,123 900 лв.,октомври 2020 г.,99 000,Бял,Дизелов,272,6,,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21739034170892528-mercedes-benz-gle-350
Mercedes-Benz GLE 350 GLE 300 d 4Matic AMG,125 000 лв.,август 2021 г.,60 000,Черен,Дизелов,245,6,2000,автоматична,Джип,София,https://www.mobile.bg/obiava-21709634402827208-mercedes-benz-gle-350-gle-300-d-4matic-amg
Mercedes-Benz GLE 350,125 000 лв.,август 2019 г.,51 500,Черен,Дизелов,272,6,3500,автоматична,Джип,София,https://www.mobile.bg/obiava-21678821085986202-mercedes-benz-gle-350
Mercedes-Benz GLE 350 DE COUPE/AMG/22/PANO/AIR,104 995 лв.,септември 2021 г.,114 454,Черен,Plug-in хибрид,320,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21737031565756556-mercedes-benz-gle-350-de-coupe-amg-22-pano-air
Mercedes-Benz GLE 350 350D Couppe,64 600 EUR,април 2021 г.,67 000,Черен,Plug-in хибрид,194,6,,автоматична,Купе,Благоевград,https://www.mobile.bg/obiava-21728901163477062-mercedes-benz-gle-350-350d-couppe
Mercedes-Benz GLE 350 d Coupe 4Matic AMG-Line,129 999 лв.,януари 2021 г.,125 000,Черен,Дизелов,272,6,2925,автоматична,Джип,София,https://www.mobile.bg/obiava-21733731020109620-mercedes-benz-gle-350-d-coupe-4matic-amg-line
Mercedes-Benz GLE 350 D 4MATIC COUPE AMG,130 000 лв.,септември 2020 г.,164 566,Тъмно сив,Дизелов,272,6,2925,автоматична,Купе,Варна,https://www.mobile.bg/obiava-21713450666023220-mercedes-benz-gle-350-d-4matic-coupe-amg
Mercedes-Benz GLE 350 4Matic* AIR* AMG* PANO* AHK* 360* ГАРАНЦИЯ,109 900 лв.,август 2020 г.,69 670,Бял,Дизелов,272,6,2925,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21575722993936260-mercedes-benz-gle-350-4matic-air-amg-pano-ahk-360-garantsiya
Mercedes-Benz GLE 350 АМG-FULL,133 000 лв.,септември 2020 г.,126 500,Бял,Дизелов,272,6,3000,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21739387691537801-mercedes-benz-gle-350-amg-full
Mercedes-Benz GLE 350 d Coupe 4Matic AMG Line,134 999 лв.,януари 2021 г.,122 000,Син,Дизелов,272,6,2925,автоматична,Джип,София,https://www.mobile.bg/obiava-21740142765850950-mercedes-benz-gle-350-d-coupe-4matic-amg-line
Mercedes-Benz GLE 350 d* AMG* FULL MAX,135 000 лв.,декември 2020 г.,160 000,Бял,Дизелов,272,6,3000,автоматична,Джип,Кърджали,https://www.mobile.bg/obiava-21715966339851803-mercedes-benz-gle-350-d-amg-full-max
Mercedes-Benz GLE 350 de 4Matic AMG 360* Обдухване* AIRMATIC,135 150 лв.,август 2022 г.,80 980,Черен,Хибриден,194,6,,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21735315283264208-mercedes-benz-gle-350-de-4matic-amg-360-obduhvane-airmatic
Mercedes-Benz GLE 350 d Coupe 4Matic AMG Line,113 999 лв.,февруари 2021 г.,124 379,Черен,Дизелов,272,6,2925,автоматична,Джип,София,https://www.mobile.bg/obiava-21734715863413754-mercedes-benz-gle-350-d-coupe-4matic-amg-line
Mercedes-Benz GLE 350 d 4MATIC Coupе,139 000 лв.,януари 2021 г.,32 203,Черен,Дизелов,272,6,2925,автоматична,Купе,Пловдив,https://www.mobile.bg/obiava-21740660246888153-mercedes-benz-gle-350-d-4matic-coupe
Mercedes-Benz GLE 350 GLE Coupe  GLE 350de Plug-in Hybrid 4MATIC 9G-TRON,139 000 лв.,януари 2021 г.,179 000,Черен,Plug-in хибрид,333,6,,автоматична,Купе,Варна,https://www.mobile.bg/obiava-21739681258824032-mercedes-benz-gle-350-gle-coupe-gle-350de-plug-in-hybrid-4matic-9g-tron
Mercedes-Benz GLE 350 AMG 4 MATIC COUPE,139 500 лв.,март 2022 г.,135 000,Сив,Дизелов,272,6,3000,автоматична,Джип,Кюстендил,https://www.mobile.bg/obiava-21717495762405257-mercedes-benz-gle-350-amg-4-matic-coupe
Mercedes-Benz GLE 350 4M* AMG* Multibeam* DISTR* MBUX,117 500 лв.,юни 2021 г.,46 450,Черен,Дизелов,272,6,2925,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21641994545321683-mercedes-benz-gle-350-4m-amg-multibeam-distr-mbux
Mercedes-Benz GLE 350 d Coupe 4Matic AMG-Line,118 999 лв.,октомври 2020 г.,121 000,Бял,Дизелов,272,6,2925,автоматична,Джип,София,https://www.mobile.bg/obiava-21735632761952032-mercedes-benz-gle-350-d-coupe-4matic-amg-line
Mercedes-Benz GLE 350 d Coupe 4Matic AMG Line,118 999 лв.,януари 2021 г.,137 500,Червен,Дизелов,272,6,2925,автоматична,Джип,София,https://www.mobile.bg/obiava-21740151718391052-mercedes-benz-gle-350-d-coupe-4matic-amg-line
Mercedes-Benz GLE 350 N1 6+ 1 AMG exterior & interior,120 000 лв.,април 2021 г.,110 000,Бял,Дизелов,286,,3000,автоматична,Джип,София,https://www.mobile.bg/obiava-21728210336776187-mercedes-benz-gle-350-n1-6-1-amg-exterior-interior
Mercedes-Benz GLE 350 d 4MATIC Coupe,144 900 лв.,август 2021 г.,69 310,Бял,Дизелов,272,6,2925,автоматична,Купе,София,https://www.mobile.bg/obiava-21740129975692827-mercedes-benz-gle-350-d-4matic-coupe
Mercedes-Benz GLE 350 COUPE 4 MATIC * FULL Екстри * Панорама * BURMEISTE,123 900 лв.,август 2020 г.,99 000,Черен,Дизелов,272,,,автоматична,Джип,Варна,https://www.mobile.bg/obiava-21722860161086299-mercedes-benz-gle-350-coupe-4-matic-full-ekstri-panorama-burmeiste
Mercedes-Benz GLE 350 Plug in hybrid  Coupe,149 500 лв.,септември 2022 г.,93 000,Черен,Plug-in хибрид,333,6,,автоматична,Купе,София,https://www.mobile.bg/obiava-21740334071085713-mercedes-benz-gle-350-plug-in-hybrid-coupe
Mercedes-Benz GLE 350 AMG/4matic/Virtual/Ambient,149 900 лв.,септември 2020 г.,74 000,Бял,Дизелов,272,,,автоматична,Джип,София,https://www.mobile.bg/obiava-21722003719813992-mercedes-benz-gle-350-amg-4matic-virtual-ambient
Mercedes-Benz GLE 350,77 000 EUR,юни 2021 г.,61 000,Сив,Plug-in хибрид,221,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21738499635001828-mercedes-benz-gle-350
Mercedes-Benz GLE 350 de 4Matic,153 600 лв.,юли 2022 г.,57 290,Черен,Plug-in хибрид,330,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21740643179628782-mercedes-benz-gle-350-de-4matic
Mercedes-Benz GLE 350 E,79 000 EUR,декември 2020 г.,39 078,Сив,Plug-in хибрид,333,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21732632666062752-mercedes-benz-gle-350-e
Mercedes-Benz GLE 350 Coupe* 4Matic* AMG* AIR* Night* Burmester*,128 900 лв.,юни 2021 г.,48 000,Черен,Дизелов,272,6,2925,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21575724246462596-mercedes-benz-gle-350-coupe-4matic-amg-air-night-burmester
Mercedes-Benz GLE 350,70 500 EUR,февруари 2022 г.,65 000,Бял,Дизелов,272,6,,автоматична,Купе,София,https://www.mobile.bg/obiava-21707828871646084-mercedes-benz-gle-350
Mercedes-Benz GLE 350 D/4Mat/COUPE/BURM/360/21/НОВА/ТОП!!!,85 000 EUR,октомври 2021 г.,29 000,Черен,Дизелов,272,6,3000,автоматична,Купе,Благоевград,https://www.mobile.bg/obiava-21736370259482130-mercedes-benz-gle-350-d-4mat-coupe-burm-360-21-nova-top
Mercedes-Benz GLE 350 350 E Hybrid,139 000 лв.,юни 2021 г.,45 000,Черен,Plug-in хибрид,333,6,,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21726142662419172-mercedes-benz-gle-350-350-e-hybrid
Mercedes-Benz GLE 350 Plug in hybrid,170 000 лв.,август 2023 г.,40 000,Бял,Plug-in хибрид,333,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21739779768771837-mercedes-benz-gle-350-plug-in-hybrid
Mercedes-Benz GLE 350 de 4Matic = AMG Line Advanced Plus= Гаранция,145 670 лв.,януари 2024 г.,10 000,Черен,Plug-in хибрид,333,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21740580688767124-mercedes-benz-gle-350-de-4matic-amg-line-advanced-plus-garantsiya
Mercedes-Benz GLE 350 de/AMG/PLUG-IN/4MATIC/FACELIFT/BURM/AIRMATIC/360/,146 980 лв.,април 2024 г.,16 133,Черен,Plug-in хибрид,333,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21739434235685344-mercedes-benz-gle-350-de-amg-plug-in-4matic-facelift-burm-airmatic-360
Mercedes-Benz GLE 350 de/AMG/PLUG-IN/4M/FACELIFT/NIGHT/PANO/BURM/AIRMATI,147 980 лв.,август 2023 г.,9 900,Бял,Plug-in хибрид,333,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21739434761107368-mercedes-benz-gle-350-de-amg-plug-in-4m-facelift-night-pano-burm-airmati
Mercedes-Benz GLE 350 de/AMG/FACELIFT/COUPE/PLUG-IN/BURM/PANO/360/NIGHT/,149 980 лв.,септември 2023 г.,7 990,Черен,Plug-in хибрид,333,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21712660153885061-mercedes-benz-gle-350-de-amg-facelift-coupe-plug-in-burm-pano-360-night
Mercedes-Benz GLE 350 de 4Matic = AMG Line Advanced Plus= Гаранция,152 420 лв.,юли 2024 г.,8 500,Бял,Plug-in хибрид,333,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21740580810658338-mercedes-benz-gle-350-de-4matic-amg-line-advanced-plus-garantsiya
Mercedes-Benz GLE 350 de 4Matic Coupe = AMG Line Premium= Гаранция,170 920 лв.,септември 2024 г.,16 500,Бял,Plug-in хибрид,333,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21740580938825600-mercedes-benz-gle-350-de-4matic-coupe-amg-line-premium-garantsiya
Mercedes-Benz GLE 350 de 4M Coupe AMG Airmatic,88 400 EUR,юли 2023 г.,2 000,Черен,Хибриден,197,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21729770265688175-mercedes-benz-gle-350-de-4m-coupe-amg-airmatic
Mercedes-Benz GLE 350 de 4MATIC,212 400 лв.,декември 2024 г.,8 000,Черен,Хибриден,333,6,1993,автоматична,Джип,София,https://www.mobile.bg/obiava-21737363484903824-mercedes-benz-gle-350-de-4matic
Mercedes-Benz GLE 350 d Coupe 4Matic AMG Line Night Package,Запитване,август 2016 г.,204 009,Черен,Дизелов,258,6,2987,автоматична,Джип,София,https://www.mobile.bg/obiava-21739179017541834-mercedes-benz-gle-350-d-coupe-4matic-amg-line-night-package
Mercedes-Benz GLE 350  GLE 350 AMG,Запитване,януари 2020 г.,68 865,Черен,Дизелов,272,6,3000,автоматична,Джип,София,https://www.mobile.bg/obiava-21727201445734161-mercedes-benz-gle-350-gle-350-amg
Mercedes-Benz GLE 350 COUPE AMG STYLE PREMIUM NAVI KAMERA KOJA,Запитване,декември 2017 г.,182 200,Черен,Дизелов,258,6,2987,автоматична,Купе,Пловдив,https://www.mobile.bg/obiava-21723894395650415-mercedes-benz-gle-350-coupe-amg-style-premium-navi-kamera-koja
Mercedes-Benz GLE 350 AMG COUPE FULL 152234km Real,Запитване,май 2016 г.,152 325,Черен,Дизелов,,,,автоматична,Купе,Пазарджик,https://www.mobile.bg/obiava-21728746030143392-mercedes-benz-gle-350-amg-coupe-full-152234km-real
Mercedes-Benz GLE 350,Запитване,октомври 2017 г.,178 655,Бял,Дизелов,258,6,3000,автоматична,Джип,Кърджали,https://www.mobile.bg/obiava-21683391230917879-mercedes-benz-gle-350
Mercedes-Benz GLE 350 4matic,Запитване,ноември 2018 г.,122 000,Черен,Дизелов,258,6,3500,автоматична,Джип,София,https://www.mobile.bg/obiava-21723364557278729-mercedes-benz-gle-350-4matic
Mercedes-Benz GLE 350 140000KM#AMG LINE#PANORAMA#PODGREV#360 CAMERA#,Запитване,ноември 2018 г.,140 000,Черен,Дизелов,265,6,,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21738470557584126-mercedes-benz-gle-350-140000km-amg-line-panorama-podgrev-360-camera
Mercedes-Benz GLE 350 cdi AMG* PANORAMA* DISTRONIC,Запитване,ноември 2015 г.,171 000,Черен,Дизелов,258,6,,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21736620990310534-mercedes-benz-gle-350-cdi-amg-panorama-distronic
Mercedes-Benz GLE 350 Очакван Внос Mercedes GLE350d AMG,Запитване,юли 2016 г.,218 000,,Дизелов,300,,,автоматична,Джип,София,https://www.mobile.bg/obiava-21722506665324019-mercedes-benz-gle-350-ochakvan-vnos-mercedes-gle350d-amg
Mercedes-Benz GLE 350 d Coupe 4Matic AMG Line Night Package,Запитване,август 2016 г.,204 009,Черен,Дизелов,258,6,2987,автоматична,Джип,София,https://www.mobile.bg/obiava-21739179319602631-mercedes-benz-gle-350-d-coupe-4matic-amg-line-night-package
Mercedes-Benz GLE 350 AMG 4 MATIK. 11000 км !!!+ КАСКО.ЧИСТО НОВ!!!,Запитване,ноември 2022 г.,11 000,Tъмно син,Бензинов,256,6,2000,автоматична,Джип,София,https://www.mobile.bg/obiava-21713973163974351-mercedes-benz-gle-350-amg-4-matik-11000-km-kasko-chisto-nov
Mercedes-Benz GLE 400 AMG PACKET,52 000 лв.,януари 2018 г.,120 000,Сив,Бензинов,333,6,3000,автоматична,Джип,Плевен,https://www.mobile.bg/obiava-21709119634704153-mercedes-benz-gle-400-amg-packet
Mercedes-Benz GLE 400 4Matic/AMG/9G/DISTRONIC+ /AIR/ HARMAN 333кс,54 900 лв.,май 2018 г.,95 900,Тъмно син мет.,Бензинов,333,6,3000,автоматична,Джип,София,https://www.mobile.bg/obiava-21734700866905242-mercedes-benz-gle-400-4matic-amg-9g-distronic-air-harman-333ks
Mercedes-Benz GLE 400 AMG * 9-GTRONIC* 4-MATIC* ГОТОВ ЛИЗИНГ,57 999 лв.,декември 2018 г.,190 000,,Бензинов,333,,3000,автоматична,Джип,Благоевград,https://www.mobile.bg/obiava-21727515790030245-mercedes-benz-gle-400-amg-9-gtronic-4-matic-gotov-lizing
Mercedes-Benz GLE 400 AMG пакет/Night Package/Airmatic,58 999 лв.,февруари 2016 г.,99 999,Сив,Бензинов,333,6,3000,автоматична,Джип,София,https://www.mobile.bg/obiava-21729519514445031-mercedes-benz-gle-400-amg-paket-night-package-airmatic
Mercedes-Benz GLE 400 4matic AMG,59 500 лв.,септември 2016 г.,159 000,Бял,Бензинов,333,6,3000,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21724856352086264-mercedes-benz-gle-400-4matic-amg
Mercedes-Benz GLE 400,59 900 лв.,юни 2018 г.,100 000,Черен,Бензинов,333,6,3000,автоматична,Джип,Бургас,https://www.mobile.bg/obiava-21734416516500648-mercedes-benz-gle-400
Mercedes-Benz GLE 400 AMG,59 999 лв.,декември 2018 г.,151 000,Черен,Бензинов,,6,3000,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21738819704264330-mercedes-benz-gle-400-amg
Mercedes-Benz GLE 400,60 000 лв.,май 2018 г.,134 000,Бял,Бензинов,390,6,3000,автоматична,Джип,София,https://www.mobile.bg/obiava-21701633442966536-mercedes-benz-gle-400
Mercedes-Benz GLE 400 4MATIC,60 000 лв.,януари 2017 г.,66 425,Тъмно син мет.,Бензинов,333,6,3000,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21732720534855315-mercedes-benz-gle-400-4matic
Mercedes-Benz GLE 400 AMG 9G 4Matic 333кс Night Package,60 500 лв.,август 2018 г.,181 550,Червен,Бензинов,333,5,3000,автоматична,Джип,Пазарджик,https://www.mobile.bg/obiava-21728234641064482-mercedes-benz-gle-400-amg-9g-4matic-333ks-night-package
Mercedes-Benz GLE 400,61 000 лв.,февруари 2016 г.,143 000,Червен,Бензинов,333,,,автоматична,Джип,София,https://www.mobile.bg/obiava-21740327625816631-mercedes-benz-gle-400
Mercedes-Benz GLE 400 70х.km#AMG pack#360 cam#9G#4Matic#Air#Carbon,61 500 лв.,декември 2017 г.,70 000,Сив,Бензинов,333,6,3000,автоматична,Джип,Стара Загора,https://www.mobile.bg/obiava-21734882560237496-mercedes-benz-gle-400-70h-km-amg-pack-360-cam-9g-4matic-air-carbon
Mercedes-Benz GLE 400 AMG* 4Matic* Off-Roader* Лизинг*,62 000 лв.,юни 2018 г.,115 000,Бял,Бензинов,333,6,,автоматична,Джип,Варна,https://www.mobile.bg/obiava-21731149111249913-mercedes-benz-gle-400-amg-4matic-off-roader-lizing
"Mercedes-Benz GLE 400 FULL, DISTRONIC+ , ОБДУХВАНЕ, МАСАЖ, AMG, 9G",64 999 лв.,септември 2018 г.,115 000,Тъмно сив,Бензинов,333,6,3000,автоматична,Джип,София,https://www.mobile.bg/obiava-21739706751822422-mercedes-benz-gle-400-full-distronic-obduhvane-masazh-amg-9g
Mercedes-Benz GLE 400 AMG/9G/DISTRONIC+ /AIR/FULL,65 000 лв.,февруари 2017 г.,149 207,Черен,Бензинов,333,6,3000,автоматична,Джип,София,https://www.mobile.bg/obiava-21734478715964060-mercedes-benz-gle-400-amg-9g-distronic-air-full
Mercedes-Benz GLE 400,65 000 лв.,май 2016 г.,170 000,Бял,Бензинов,333,5,2996,автоматична,Джип,София,https://www.mobile.bg/obiava-21728554833328279-mercedes-benz-gle-400
Mercedes-Benz GLE 400 AMG DESIGNO,71 900 лв.,януари 2017 г.,99 000,Син,Бензинов,333,6,3000,автоматична,Джип,София,https://www.mobile.bg/obiava-21715671955910705-mercedes-benz-gle-400-amg-designo
Mercedes-Benz GLE 400 AMG/4MATIC/EURO6/,74 999 лв.,май 2016 г.,180 000,Черен,Бензинов,335,6,4000,автоматична,Купе,София,https://www.mobile.bg/obiava-21734373008433016-mercedes-benz-gle-400-amg-4matic-euro6
Mercedes-Benz GLE 400 AMG/333HP/COUPE/4MATIC/ORANGE-ART-EDITION/360/615b,85 399 лв.,август 2018 г.,152 000,Черен,Бензинов,333,6,2996,автоматична,Купе,София,https://www.mobile.bg/obiava-21734082080196003-mercedes-benz-gle-400-amg-333hp-coupe-4matic-orange-art-edition-360-615b
Mercedes-Benz GLE 400 3.0TDI/330HP/4M/DISTRONIC/WIDESCREEN/360/344b,95 499 лв.,октомври 2019 г.,185 890,Черен,Дизелов,330,6,2925,автоматична,Джип,София,https://www.mobile.bg/obiava-21729778792947974-mercedes-benz-gle-400-3-0tdi-330hp-4m-distronic-widescreen-360-344b
Mercedes-Benz GLE 400 d 4M #BURMESTER #360 #KeyGo #DISTRONIC @iCarbg,98 900 лв.,юни 2020 г.,145 731,Черен,Дизелов,330,6,,автоматична,Джип,Стара Загора,https://www.mobile.bg/obiava-21734467223678348-mercedes-benz-gle-400-d-4m-burmester-360-keygo-distronic-icarbg
"Mercedes-Benz GLE 400 d, 4-MATIC, AMG LINE, 9-G",99 900 лв.,септември 2020 г.,274 000,Тъмно сив,Дизелов,330,6,2925,автоматична,Купе,Пловдив,https://www.mobile.bg/obiava-21738419570850084-mercedes-benz-gle-400-d-4-matic-amg-line-9-g
Mercedes-Benz GLE 400,104 000 лв.,февруари 2019 г.,68 900,Сив,Бензинов,,,,автоматична,Купе,София,https://www.mobile.bg/obiava-21737376463187510-mercedes-benz-gle-400
Mercedes-Benz GLE 400 d 4Matic AMG Line,91 999 лв.,юли 2019 г.,212 000,Сив,Дизелов,330,6,2925,автоматична,Джип,София,https://www.mobile.bg/obiava-21740402290056692-mercedes-benz-gle-400-d-4matic-amg-line
Mercedes-Benz GLE 400 (KATO НОВА),115 900 лв.,декември 2022 г.,160 000,Сив,Дизелов,,6,,автоматична,Джип,Сливен,https://www.mobile.bg/obiava-21740246335891390-mercedes-benz-gle-400-kato-nova
Mercedes-Benz GLE 400 * 4M* AMG* PANORAMA* NIGHT* HEAD-UP* DESIGNIO* BUR,117 500 лв.,юли 2019 г.,150 000,Черен,Дизелов,330,6,2925,автоматична,Джип,София,https://www.mobile.bg/obiava-21738777401993613-mercedes-benz-gle-400-4m-amg-panorama-night-head-up-designio-bur
Mercedes-Benz GLE 400 AMG/330HP/PANO/KLESS/AMBIENT/CARPLAY/,119 900 лв.,ноември 2020 г.,109 865,Черен,Дизелов,330,6,2925,автоматична,Джип,София,https://www.mobile.bg/obiava-21738161043765159-mercedes-benz-gle-400-amg-330hp-pano-kless-ambient-carplay
Mercedes-Benz GLE 400 Coupe Amg,123 500 лв.,август 2021 г.,110 000,Черен,Дизелов,330,6,2925,автоматична,Джип,София,https://www.mobile.bg/obiava-21736942899445602-mercedes-benz-gle-400-coupe-amg
Mercedes-Benz GLE 400,103 000 лв.,април 2022 г.,236 000,Тъмно сив,Дизелов,,,,автоматична,Джип,Плевен,https://www.mobile.bg/obiava-21737967119196415-mercedes-benz-gle-400
Mercedes-Benz GLE 400 4Matic* AMG* Head-Up* 360* Panorama,124 900 лв.,ноември 2020 г.,109 400,Черен,Дизелов,330,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21739540978369390-mercedes-benz-gle-400-4matic-amg-head-up-360-panorama
Mercedes-Benz GLE 400 Full екстри,125 000 лв.,август 2020 г.,155 000,,Дизелов,,,,автоматична,Джип,Кърджали,https://www.mobile.bg/obiava-21740329687177316-mercedes-benz-gle-400-full-ekstri
"Mercedes-Benz GLE 400 AMG (6+ 1 места), AIRMATiC, 360grad, multib,",107 900 лв.,септември 2020 г.,142 000,Бял,Дизелов,330,6,3000,автоматична,Джип,София,https://www.mobile.bg/obiava-21692554011259726-mercedes-benz-gle-400-amg-6-1-mesta-airmatic-360grad-multib
Mercedes-Benz GLE 400 D#AMG#PANORAMA#ОБДУХ#E-ABC#DISTR#BURMESTER,129 999 лв.,юли 2020 г.,110 000,Бял,Дизелов,330,6,,автоматична,Джип,Стара Загора,https://www.mobile.bg/obiava-21739649065090936-mercedes-benz-gle-400-d-amg-panorama-obduh-e-abc-distr-burmester
Mercedes-Benz GLE 400 HOFELE,133 000 лв.,март 2020 г.,166 000,Черен,Дизелов,330,6,,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21729972384706724-mercedes-benz-gle-400-hofele
Mercedes-Benz GLE 400 D* AMG* 4M* HEAD-UP*,133 500 лв.,март 2021 г.,95 100,Черен,Дизелов,330,,2925,автоматична,Джип,София,https://www.mobile.bg/obiava-21740655304290116-mercedes-benz-gle-400-d-amg-4m-head-up
Mercedes-Benz GLE 400 Coupe* 4Matic* AMG* Head-Up* 360* Panor,134 900 лв.,април 2020 г.,68 000,Бордо,Дизелов,330,6,,автоматична,Купе,София,https://www.mobile.bg/obiava-21733405018553920-mercedes-benz-gle-400-coupe-4matic-amg-head-up-360-panor
Mercedes-Benz GLE 400 4MOTION/Coupé/330HP/AMG/PANO//NIGHT/360 /MEM/,134 999 лв.,август 2021 г.,122 009,Сив,Дизелов,330,6,2925,автоматична,Купе,София,https://www.mobile.bg/obiava-21733404382520770-mercedes-benz-gle-400-4motion-coup-233-330hp-amg-pano-night-360-mem
Mercedes-Benz GLE 400 AMG* RED BELTS* BURMESTER* PANO* TOP*,135 000 лв.,юли 2022 г.,71 000,Бял,Дизелов,330,6,3000,автоматична,Джип,София,https://www.mobile.bg/obiava-21734637297854129-mercedes-benz-gle-400-amg-red-belts-burmester-pano-top
Mercedes-Benz GLE 400 4Matic AMG Line,137 840 лв.,юни 2019 г.,60 813,Tъмно син,Дизелов,330,6,2993,автоматична,Джип,Варна,https://www.mobile.bg/obiava-21732866622558667-mercedes-benz-gle-400-4matic-amg-line
Mercedes-Benz GLE 400 d AMG!,139 000 лв.,октомври 2021 г.,97 356,Черен,Дизелов,330,6,3000,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21737372062355938-mercedes-benz-gle-400-d-amg
Mercedes-Benz GLE 400 d Coupe 4Matic AMG Line,116 999 лв.,ноември 2020 г.,112 500,Черен,Дизелов,330,6,2925,автоматична,Джип,София,https://www.mobile.bg/obiava-21740147195493548-mercedes-benz-gle-400-d-coupe-4matic-amg-line
Mercedes-Benz GLE 400 D AMG Обдухване! Airmatic*Panorama,71 900 EUR,септември 2019 г.,46 350,Черен,Дизелов,340,6,3000,автоматична,Джип,София,https://www.mobile.bg/obiava-21671531584045204-mercedes-benz-gle-400-d-amg-obduhvane-airmatic-panorama
Mercedes-Benz GLE 400 Coupe 4 MATIC,119 000 лв.,август 2021 г.,67 200,Черен,Дизелов,330,6,3000,автоматична,Джип,София,https://www.mobile.bg/obiava-21723215831874149-mercedes-benz-gle-400-coupe-4-matic
Mercedes-Benz GLE 400 * COUPE* 4M* AMG* NIGHT* PANO* BURMESTER*,144 500 лв.,октомври 2020 г.,72 500,Бял,Дизелов,330,6,2925,автоматична,Джип,София,https://www.mobile.bg/obiava-21738326271215411-mercedes-benz-gle-400-coupe-4m-amg-night-pano-burmester
Mercedes-Benz GLE 400 d 4Matic AMG Line* Pano* Navi* Ambient,144 900 лв.,май 2022 г.,37 900,Бял,Дизелов,330,6,,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21739786407849614-mercedes-benz-gle-400-d-4matic-amg-line-pano-navi-ambient
