title,price,manufacturing_year,mileage,color,fuel,hp,eurostandard,cubic_capacity,gearbox,type,region,url
Mercedes-Benz GLE 450AMG COUPE Дистроник Камери360 Обдухване Keyless,69 990 лв.,април 2016 г.,153 000,Черен,Бензинов,367,6,3000,автоматична,Джип,София,https://www.mobile.bg/obiava-21739610929678661-mercedes-benz-gle-450amg-coupe-distronik-kameri360-obduhvane-keyless
Mercedes-Benz GLE 350d Coupe-AMG Line-9G-tronic-Harmon Kardon,69 999 лв.,януари 2017 г.,189 000,Бял,Дизелов,258,,,автоматична,Джип,Пазарджик,https://www.mobile.bg/obiava-21732691514860984-mercedes-benz-gle-350d-coupe-amg-line-9g-tronic-harmon-kardon
Mercedes-Benz GLE 43 AMG COUPE Панорама Дистр.Head-up Keyless Cam360,78 990 лв.,октомври 2017 г.,127 000,Син,Бензинов,367,6,3000,автоматична,Джип,София,https://www.mobile.bg/obiava-11737682127414901-mercedes-benz-gle-43-amg-coupe-panorama-distr-head-up-keyless-cam360
Mercedes-Benz GLE 250 d,45 500 лв.,януари 2015 г.,178 000,Черен,Дизелов,204,,2143,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21705057744409616-mercedes-benz-gle-250-d
Mercedes-Benz GLE 350 4Matic AMG * ТОП СЪСТОЯНИЕ*,46 000 лв.,юли 2016 г.,251 700,Сив,Бензинов,307,5,3500,автоматична,Джип,София,https://www.mobile.bg/obiava-21725807501288193-mercedes-benz-gle-350-4matic-amg-top-sastoyanie
Mercedes-Benz GLE 350 AMG/PANORAMA/360-kamera/KylessGo/СОБСТВЕН ЛИЗИНГ,46 000 лв.,септември 2019 г.,202 000,Сребърен,Дизелов,258,6,3500,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21737377415345039-mercedes-benz-gle-350-amg-panorama-360-kamera-kylessgo-sobstven-lizing
Mercedes-Benz GLE 350 4Matic* 63 AMG Optic* CAMERA,49 900 лв.,декември 2016 г.,166 000,Бял,Дизелов,258,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21709150903677660-mercedes-benz-gle-350-4matic-63-amg-optic-camera
Mercedes-Benz GLE 350 AMG LINE/9G/GERMANY/ПОДГРЕВ/SIGN ASSYST/AUTO H/LIZ,49 900 лв.,май 2016 г.,180 878,Черен,Дизелов,258,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21732286564113018-mercedes-benz-gle-350-amg-line-9g-germany-podgrev-sign-assyst-auto-h-liz
Mercedes-Benz GLE 350 * AMG* BI TURBO * 4 matic*,49 900 лв.,януари 2016 г.,171 900,Бял,Бензинов,302,5,3498,автоматична,Джип,Бургас,https://www.mobile.bg/obiava-21737738778428308-mercedes-benz-gle-350-amg-bi-turbo-4-matic
"Mercedes-Benz GLE 350 3, 5 CDI 4Matic",54 000 лв.,януари 2016 г.,183 000,Кафяв,Дизелов,258,6,3500,автоматична,Джип,София,https://www.mobile.bg/obiava-21738674210760028-mercedes-benz-gle-350-3-5-cdi-4matic
Mercedes-Benz GLE 350 6.3AMG/GERMANY/PANORAMA/ПОДГРЕВ/AIRMATIC/LED/F1/LI,57 000 лв.,февруари 2016 г.,185 574,Черен,Дизелов,258,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21728048957285413-mercedes-benz-gle-350-6-3amg-germany-panorama-podgrev-airmatic-led-f1-li
Mercedes-Benz GLE 350 AMG::DESIGNO::9G TRONIK::PANORAMA:DISTRONIK PLUS,57 900 лв.,юни 2016 г.,196 067,Светло сив,Дизелов,258,6,3000,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21738229841939085-mercedes-benz-gle-350-amg-designo-9g-tronik-panorama-distronik-plus
Mercedes-Benz GLE 350 d 4Matic,59 999 лв.,септември 2015 г.,142 123,Черен,Дизелов,258,6,2987,автоматична,Джип,София,https://www.mobile.bg/obiava-21732283464478820-mercedes-benz-gle-350-d-4matic
Mercedes-Benz GLE 350 AMG 9G ЛИЗИНГ,61 999 лв.,декември 2017 г.,210 000,Черен,Дизелов,258,6,2958,автоматична,Джип,Бургас,https://www.mobile.bg/obiava-21732109502119889-mercedes-benz-gle-350-amg-9g-lizing
Mercedes-Benz GLE 350 AMG,62 900 лв.,септември 2015 г.,151 221,Бял,Дизелов,258,,,автоматична,Купе,Пазарджик,https://www.mobile.bg/obiava-21732779951448134-mercedes-benz-gle-350-amg
Mercedes-Benz GLE 350 COUPE= AMG PREMIUM-4MATIC= 9Gtronic= BLACK EDITION,63 663 лв.,януари 2018 г.,220 000,Кафяв,Дизелов,258,6,3000,автоматична,Купе,Габрово,https://www.mobile.bg/obiava-21732345909213116-mercedes-benz-gle-350-coupe-amg-premium-4matic-9gtronic-black-edition
Mercedes-Benz GLE 350 AMG PREMIUM ПОДГРЕВ = ОБДУХВАНЕ,64 999 лв.,май 2017 г.,169 000,Черен,Дизелов,258,6,3500,автоматична,Купе,София,https://www.mobile.bg/obiava-21739889747274218-mercedes-benz-gle-350-amg-premium-podgrev-obduhvane
Mercedes-Benz GLE 350 d Executive 4M,65 800 лв.,февруари 2018 г.,152 837,Сив,Дизелов,258,6,2987,автоматична,Джип,Бургас,https://www.mobile.bg/obiava-21725622160555607-mercedes-benz-gle-350-d-executive-4m
Mercedes-Benz GLE 350 AMG-BLACK-EDITION-9G-TRONIC-360-КАМ-ПАНОРАМА-С.КНИ,65 999 лв.,май 2016 г.,189 000,Черен,Дизелов,258,6,,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21705394683619795-mercedes-benz-gle-350-amg-black-edition-9g-tronic-360-kam-panorama-s-kni
Mercedes-Benz GLE 350 KUPE AMG OPTICA/START STOP/EDITION/СОБСТВЕН ЛИЗИНГ,67 000 лв.,август 2018 г.,178 521,Черен,Дизелов,258,6,3500,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21740475696965313-mercedes-benz-gle-350-kupe-amg-optica-start-stop-edition-sobstven-lizing
Mercedes-Benz GLE 350 KUPE AMG OPTICA/START STOP/EDITION/СОБСТВЕН ЛИЗИНГ,67 000 лв.,август 2018 г.,178 521,Черен,Дизелов,258,6,3500,автоматична,Купе,Пловдив,https://www.mobile.bg/obiava-21740474689160460-mercedes-benz-gle-350-kupe-amg-optica-start-stop-edition-sobstven-lizing
Mercedes-Benz GLE 350 KUPE AMG OPTICA/START STOP/EDITION/СОБСТВЕН ЛИЗИНГ,69 000 лв.,септември 2017 г.,179 554,Черен,Дизелов,258,6,3500,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21733317146412939-mercedes-benz-gle-350-kupe-amg-optica-start-stop-edition-sobstven-lizing
Mercedes-Benz GLE 350 KUPE AMG OPTICA/START STOP/EDITION/СОБСТВЕН ЛИЗИНГ,69 000 лв.,септември 2017 г.,179 545,Черен,Дизелов,258,6,3500,автоматична,Купе,Пловдив,https://www.mobile.bg/obiava-21734100101893462-mercedes-benz-gle-350-kupe-amg-optica-start-stop-edition-sobstven-lizing
Mercedes-Benz GLE 350 Coupe 350/4-MATIC/63AMG/9G-tronic/,71 999 лв.,януари 2018 г.,177 000,Черен,Дизелов,258,6,2987,автоматична,Джип,Пазарджик,https://www.mobile.bg/obiava-21740557092224316-mercedes-benz-gle-350-coupe-350-4-matic-63amg-9g-tronic
Mercedes-Benz GLE 350 Coupe 350/4-MATIC/63AMG/9G-tronic/,71 999 лв.,януари 2018 г.,177 000,Черен,Дизелов,258,6,2987,автоматична,Купе,Пазарджик,https://www.mobile.bg/obiava-21740560310055265-mercedes-benz-gle-350-coupe-350-4-matic-63amg-9g-tronic
Mercedes-Benz GLE 350 AMG FULL MAX,71 999 лв.,октомври 2017 г.,174 000,Черен,Дизелов,258,6,,автоматична,Купе,Пловдив,https://www.mobile.bg/obiava-21740335065047126-mercedes-benz-gle-350-amg-full-max
Mercedes-Benz GLE 350 CDI AMG PAKET 4-MATIC ПАНОРАМА,73 999 лв.,декември 2017 г.,173 929,Бял,Дизелов,258,6,3000,автоматична,Джип,Хасково,https://www.mobile.bg/obiava-21739550954519602-mercedes-benz-gle-350-cdi-amg-paket-4-matic-panorama
Mercedes-Benz GLE 350,78 900 лв.,ноември 2018 г.,237 000,Бял,Дизелов,258,6,,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21739590254488561-mercedes-benz-gle-350
Mercedes-Benz GLE 350 d* AMG* EXCLUSIVE* PANORAMA* 360CAM* HARMAN* FULL,81 999 лв.,юни 2017 г.,163 656,Бял,Дизелов,258,6,,автоматична,Джип,Хасково,https://www.mobile.bg/obiava-21733960096762220-mercedes-benz-gle-350-d-amg-exclusive-panorama-360cam-harman-full
Mercedes-Benz GLE 350 d 4Matic AMG Line Night Package,98 999 лв.,август 2019 г.,178 306,Бял,Дизелов,272,6,2925,автоматична,Джип,София,https://www.mobile.bg/obiava-21729665461498830-mercedes-benz-gle-350-d-4matic-amg-line-night-package
Mercedes-Benz GLE 350 300d* 4 MATIC* AIRMATIC* 2XAMG* LED* 360* HEAD UP,83 900 лв.,декември 2019 г.,129 000,Черен,Дизелов,245,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21722701131238127-mercedes-benz-gle-350-300d-4-matic-airmatic-2xamg-led-360-head-up
Mercedes-Benz GLE 350 d 4Matic AMG Line,104 999 лв.,май 2020 г.,158 172,Черен,Дизелов,272,6,2925,автоматична,Джип,София,https://www.mobile.bg/obiava-21734964096988118-mercedes-benz-gle-350-d-4matic-amg-line
Mercedes-Benz GLE 350 6+ 1* AMG* PANO* KEYLESS* BURMESTER* ACC* 21,119 000 лв.,октомври 2020 г.,76 000,Черен,Дизелов,272,,,автоматична,Джип,София,https://www.mobile.bg/obiava-21721913092694781-mercedes-benz-gle-350-6-1-amg-pano-keyless-burmester-acc-21
Mercedes-Benz GLE 350 Silver Star,136 000 лв.,юли 2021 г.,42 000,Сребърен,Дизелов,272,6,3000,автоматична,Джип,Велико Търново,https://www.mobile.bg/obiava-21719004553428190-mercedes-benz-gle-350-silver-star
Mercedes-Benz GLE 350 d Coupe 4Matic AMG Line,113 999 лв.,февруари 2021 г.,124 379,Черен,Дизелов,272,6,2925,автоматична,Джип,София,https://www.mobile.bg/obiava-21734715731843601-mercedes-benz-gle-350-d-coupe-4matic-amg-line
Mercedes-Benz GLE 350 e/Coupe/4matic/Burmester/Ambient/Virtual,119 900 лв.,януари 2022 г.,92 500,Бял,Plug-in хибрид,333,,,автоматична,Купе,София,https://www.mobile.bg/obiava-21738230010203470-mercedes-benz-gle-350-e-coupe-4matic-burmester-ambient-virtual
Mercedes-Benz GLE 350 DE#FACELIFT2024#AMG#AIRMAT#ОБДУХ#PANO,189 999 лв.,април 2024 г.,4 000,Тъмно сив,Plug-in хибрид,320,6,,автоматична,Джип,Стара Загора,https://www.mobile.bg/obiava-21723123315787780-mercedes-benz-gle-350-de-facelift2024-amg-airmat-obduh-pano
Mercedes-Benz GLE 350 ОЧАКВАН ВНОС Mercedes GLE350d AMG Line*,Запитване,юли 2017 г.,131 000,Перла,Дизелов,258,,,автоматична,Джип,София,https://www.mobile.bg/obiava-21739372477796823-mercedes-benz-gle-350-ochakvan-vnos-mercedes-gle350d-amg-line
Mercedes-Benz GLE 400 AMG 9G 4Matic 333кс Night Package,63 900 лв.,октомври 2018 г.,53 000,Светло сив,Бензинов,333,6,3000,автоматична,Джип,Плевен,https://www.mobile.bg/obiava-21729770301789064-mercedes-benz-gle-400-amg-9g-4matic-333ks-night-package
Mercedes-Benz GLE 400 D AMG 330HP ПАНО НАВИ ДИСТРОНИК 360',89 990 лв.,май 2020 г.,161 232,Светло сив,Дизелов,330,6,2925,автоматична,Джип,Перник,https://www.mobile.bg/obiava-21737728528599391-mercedes-benz-gle-400-d-amg-330hp-pano-navi-distronik-360-39
Mercedes-Benz GLE 400 Mercedes GLE400d AMG* Night* BURM* PANO* ГАРАНЦИОН,119 699 лв.,август 2020 г.,92 500,Черен,Дизелов,,,,автоматична,Джип,София,https://www.mobile.bg/obiava-21733397425266316-mercedes-benz-gle-400-mercedes-gle400d-amg-night-burm-pano-garantsion
Mercedes-Benz GLE 400 AIRMATIC* 2XAMG* 360* BURMESTER*,103 900 лв.,януари 2020 г.,89 700,Черен,Дизелов,330,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21739023823477751-mercedes-benz-gle-400-airmatic-2xamg-360-burmester
Mercedes-Benz GLE 400 4MATIC AMG 53 пакет + Active Sound,125 000 лв.,януари 2022 г.,97 500,Графит,Дизелов,330,6,2925,автоматична,Джип,Шумен,https://www.mobile.bg/obiava-21739895801168092-mercedes-benz-gle-400-4matic-amg-53-paket-active-sound
Mercedes-Benz GLE 400 AMG/HuD/Burmester/6+ 1/Ambient,109 900 лв.,октомври 2019 г.,114 000,Кафяв,Дизелов,330,,,автоматична,Джип,София,https://www.mobile.bg/obiava-21739778720862663-mercedes-benz-gle-400-amg-hud-burmester-6-1-ambient
Mercedes-Benz GLE 400 AMG/HuD/Burmester/6+ 1/Ambient,109 900 лв.,октомври 2019 г.,114 000,Кафяв,Дизелов,330,,,автоматична,Джип,Варна,https://www.mobile.bg/obiava-21740299103251430-mercedes-benz-gle-400-amg-hud-burmester-6-1-ambient
Mercedes-Benz GLE 400 AMG NIGHT ТОП СЪСТОЯНИЕ,134 500 лв.,януари 2022 г.,124 000,Черен,Дизелов,340,6,2998,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21735021229619582-mercedes-benz-gle-400-amg-night-top-sastoyanie
Mercedes-Benz GLE 400,135 000 лв.,октомври 2020 г.,96 544,Графит,Дизелов,330,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21720620496264107-mercedes-benz-gle-400
Mercedes-Benz GLE 400 #BRABUS#E-ABC#PANO#DESIGNO#SOFTCL#BURM#ОБДУХ#360*,139 999 лв.,май 2020 г.,98 000,Черен,Дизелов,330,6,,автоматична,Джип,Стара Загора,https://www.mobile.bg/obiava-21716200453001812-mercedes-benz-gle-400-brabus-e-abc-pano-designo-softcl-burm-obduh-360
Mercedes-Benz GLE 43 AMG COUPE 43 AMG/133911км,72 500 лв.,август 2017 г.,130 000,Черен,Бензинов,367,6,3000,автоматична,Купе,София,https://www.mobile.bg/obiava-21734364978658719-mercedes-benz-gle-43-amg-coupe-43-amg-133911km
Mercedes-Benz GLE 43 AMG 4MATIC/9G/PANO/360CAM/DISTR+ /390кс/132000km,74 000 лв.,август 2017 г.,132 900,Черен,Бензинов,390,6,3000,автоматична,Купе,София,https://www.mobile.bg/obiava-21740184310323194-mercedes-benz-gle-43-amg-4matic-9g-pano-360cam-distr-390ks-132000km
Mercedes-Benz GLE 43 AMG Mercedes GLE43 AMG* B&O* CAM360* PANORAMA* Distron,76 699 лв.,юли 2018 г.,175 000,Черен,Бензинов,400,,,автоматична,Джип,София,https://www.mobile.bg/obiava-21736682638893734-mercedes-benz-gle-43-amg-mercedes-gle43-amg-b-o-cam360-panorama-distron
Mercedes-Benz GLE 43 AMG 3.0 V6 BiTurbo,94 800 лв.,септември 2017 г.,102 000,Черен,Бензинов,390,6,3000,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21739706251297893-mercedes-benz-gle-43-amg-3-0-v6-biturbo
Mercedes-Benz GLE 450 6+ 1 ПЪЛНА ИСТОРИЯ,99 000 лв.,април 2021 г.,111 000,Бял,Бензинов,367,6,3000,автоматична,Джип,Варна,https://www.mobile.bg/obiava-11737537468347051-mercedes-benz-gle-450-6-1-palna-istoriya
Mercedes-Benz GLE 450 4M* Distr* HUD* Pano* Burmester 24хил км!,125 999 лв.,декември 2020 г.,23 803,Бял,Хибриден,370,6,3000,автоматична,Джип,Русе,https://www.mobile.bg/obiava-11738874031240556-mercedes-benz-gle-450-4m-distr-hud-pano-burmester-24hil-km
Mercedes-Benz GLE 500 -AMG-Full-Panorama-Keyless-Cam360-Distronic-,53 700 лв.,юли 2016 г.,82 000,Черен,Бензинов,455,6,4600,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21736365782085313-mercedes-benz-gle-500-amg-full-panorama-keyless-cam360-distronic
Mercedes-Benz GLE 500 E AMG 4Matic Plug-in Hybrid FULL  ЛИЗИНГ/БАРТЕР,59 800 лв.,ноември 2016 г.,201 000,Черен,Plug-in хибрид,333,6,,автоматична,Джип,Дупница,https://www.mobile.bg/obiava-21702119555212002-mercedes-benz-gle-500-e-amg-4matic-plug-in-hybrid-full-lizing-barter
Mercedes-Benz GLE 500 ОЧАКВАН ВНОС Mercedes GLE500 AMG Coupe,73 699 лв.,юли 2018 г.,179 000,Черен,Бензинов,455,,,автоматична,Джип,София,https://www.mobile.bg/obiava-21737995114323299-mercedes-benz-gle-500-ochakvan-vnos-mercedes-gle500-amg-coupe
Mercedes-Benz GLE 53 4MATIC AMG 360 BURMESTER PANORAMA HEAD UP СОБСТВЕН ЛИЗИНГ,109 900 лв.,август 2020 г.,175 000,Зелен,Бензинов,435,6,3000,автоматична,Джип,София,https://www.mobile.bg/obiava-21737217632331014-mercedes-benz-gle-53-4matic-amg-360-burmester-panorama-head-up-sobstven-lizing
Mercedes-Benz GLE 53 4MATIC AMG 2021,119 000 лв.,март 2021 г.,88 300,Тъмно син мет.,Бензинов,429,,,автоматична,Джип,София,https://www.mobile.bg/obiava-21739476777940651-mercedes-benz-gle-53-4matic-amg-2021
Mercedes-Benz GLE 53 4MATIC + AMG EQ Boost Exclusive,129 900 лв.,май 2020 г.,156 567,Черен,Бензинов,435,6,2999,автоматична,Джип,София,https://www.mobile.bg/obiava-21732702213744268-mercedes-benz-gle-53-4matic-amg-eq-boost-exclusive
Mercedes-Benz GLE 53 4MATIC AMG Coupe EQ Boost Exclusive Night Package,144 999 лв.,юли 2020 г.,109 581,Сив,Бензинов,435,6,2999,автоматична,Джип,София,https://www.mobile.bg/obiava-21737987403756912-mercedes-benz-gle-53-4matic-amg-coupe-eq-boost-exclusive-night-package
Mercedes-Benz GLE 53 4MATIC AMG,121 900 лв.,декември 2020 г.,63 000,Черен,Бензинов,435,6,3000,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21732043925286376-mercedes-benz-gle-53-4matic-amg
Mercedes-Benz GLE 53 4MATIC + COUPE- Panorama - Burmester - Cam360 - Keyless-,157 700 лв.,март 2022 г.,49 000,Черен,Бензинов,435,6,2999,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21734120312199939-mercedes-benz-gle-53-4matic-coupe-panorama-burmester-cam360-keyless
Mercedes-Benz GLE 53 4MATIC,177 000 лв.,октомври 2021 г.,77 551,Черен,Бензинов,435,6,3000,автоматична,Джип,София,https://www.mobile.bg/obiava-21738489920321880-mercedes-benz-gle-53-4matic
Mercedes-Benz GLE 53 4MATIC AMG/Burmester/HuD/Pano/Обдухване/Multibeam Led/360,149 900 лв.,септември 2020 г.,94 000,Черен,Бензинов,457,,,автоматична,Купе,Варна,https://www.mobile.bg/obiava-21740426999771864-mercedes-benz-gle-53-4matic-amg-burmester-hud-pano-obduhvane-multibeam-led-360
Mercedes-Benz GLE 53 4MATIC Coupe Night-Paket,189 500 лв.,май 2022 г.,41 707,Черен,Бензинов,429,6,2999,автоматична,Джип,София,https://www.mobile.bg/obiava-21739352091672923-mercedes-benz-gle-53-4matic-coupe-night-paket
Mercedes-Benz GLE 53 4MATIC ОЧАКВАН ВНОС Mercedes GLE53 AMG Coupe,Запитване,юли 2021 г.,121 000,Хамелеон,Бензинов,435,,,автоматична,Джип,София,https://www.mobile.bg/obiava-21730299149812390-mercedes-benz-gle-53-4matic-ochakvan-vnos-mercedes-gle53-amg-coupe
Mercedes-Benz GLE 53 4MATIC Очакван Внос MERCEDES GLE53AMG FULL MAX,Запитване,юни 2021 г.,56 000,Перла,Бензинов,435,,,автоматична,Джип,София,https://www.mobile.bg/obiava-21718881302161006-mercedes-benz-gle-53-4matic-ochakvan-vnos-mercedes-gle53amg-full-max
Mercedes-Benz GLE 63 S AMG Дистроник#Панорама#Обдухване,85 000 лв.,октомври 2015 г.,188 000,Черен,Бензинов,585,6,5500,автоматична,Джип,Стара Загора,https://www.mobile.bg/obiava-21729068751032648-mercedes-benz-gle-63-s-amg-distronik-panorama-obduhvane
Mercedes-Benz GLE 63 S AMG 585 k.c.,87 000 лв.,май 2017 г.,95 500,Перла,Бензинов,585,4,5500,автоматична,Джип,София,https://www.mobile.bg/obiava-21723139039108590-mercedes-benz-gle-63-s-amg-585-k-c
Mercedes-Benz GLE 63 S AMG * Stage 2* 700кс,94 999 лв.,юли 2016 г.,175 698,Бял,Бензинов,585,,,автоматична,Джип,Хасково,https://www.mobile.bg/obiava-21731698898183607-mercedes-benz-gle-63-s-amg-stage-2-700ks
Mercedes-Benz GLE 63 S AMG 4MATIC Coupe - Фолиран,99 800 лв.,април 2017 г.,115 000,Черен,Бензинов,585,6,,автоматична,Джип,София,https://www.mobile.bg/obiava-21736335609990714-mercedes-benz-gle-63-s-amg-4matic-coupe-foliran
Mercedes-Benz GLE 63 S AMG 4Matic/Bang&Olufsen/Обдухване/Камера/Side Assist,99 800 лв.,април 2015 г.,132 500,Бял,Бензинов,585,,,автоматична,Джип,София,https://www.mobile.bg/obiava-21739389402544670-mercedes-benz-gle-63-s-amg-4matic-bang-olufsen-obduhvane-kamera-side-assist
Mercedes-Benz GLE 63 S AMG DISTR#ОБДУХ#PANO#360* CAM#ГАРАНЦИЯ ДО 03-2027,209 999 лв.,април 2023 г.,8 500,Тъмно сив,Бензинов,513,6,,автоматична,Джип,Стара Загора,https://www.mobile.bg/obiava-21702717718445712-mercedes-benz-gle-63-s-amg-distr-obduh-pano-360-cam-garantsiya-do-03-2027
Mercedes-Benz GLE 63 S AMG ОЧАКВАН ВНОС Mercedes GLE63S AMG COUPE* 360* CARBO,Запитване,септември 2017 г.,126 000,,Бензинов,585,,,автоматична,Джип,София,https://www.mobile.bg/obiava-21723219105611266-mercedes-benz-gle-63-s-amg-ochakvan-vnos-mercedes-gle63s-amg-coupe-360-carbo
Mercedes-Benz GLE Coupe FULL MAX 9G Tronik,65 000 лв.,декември 2017 г.,158 000,Черен,Дизелов,258,,,автоматична,Джип,София,https://www.mobile.bg/obiava-21736371694899794-mercedes-benz-gle-coupe-full-max-9g-tronik
Mercedes-Benz GLE Coupe KUPE AMG OPTICA/START STOP/EDITION/СОБСТВЕН ЛИЗИНГ,67 000 лв.,август 2018 г.,178 521,Черен,Дизелов,258,6,3500,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21740475360816642-mercedes-benz-gle-coupe-kupe-amg-optica-start-stop-edition-sobstven-lizing
Mercedes-Benz GLE Coupe KUPE AMG OPTICA/START STOP/EDITION/СОБСТВЕН ЛИЗИНГ,69 000 лв.,септември 2017 г.,179 545,Черен,Дизелов,258,6,3500,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21734100333591416-mercedes-benz-gle-coupe-kupe-amg-optica-start-stop-edition-sobstven-lizing
Mercedes-Benz GLE Coupe 350d-AMG Line-9G-tronic-Harmon Kardon,69 999 лв.,януари 2017 г.,189 000,Бял,Дизелов,258,,,автоматична,Джип,Пазарджик,https://www.mobile.bg/obiava-21732691284643930-mercedes-benz-gle-coupe-350d-amg-line-9g-tronic-harmon-kardon
Mercedes-Benz GLE Coupe 350d#9G-TRONIC#AMG#360* CAMERA#H&K#,69 999 лв.,септември 2016 г.,178 000,Бял,Дизелов,258,6,,автоматична,Джип,Стара Загора,https://www.mobile.bg/obiava-21724732876868661-mercedes-benz-gle-coupe-350d-9g-tronic-amg-360-camera-h-k
Mercedes-Benz GLE Coupe AMG FULL MAX,71 999 лв.,октомври 2017 г.,174 000,Черен,Дизелов,258,6,,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21740334888998314-mercedes-benz-gle-coupe-amg-full-max
Mercedes-Benz GLE Coupe 350d#AMG#PANORAMA#SOFT-CLOSE#CAMERA#CARBON#H&K,72 999 лв.,септември 2017 г.,160 400,Тъмно сив,Дизелов,258,6,,автоматична,Джип,Стара Загора,https://www.mobile.bg/obiava-21737139761380025-mercedes-benz-gle-coupe-350d-amg-panorama-soft-close-camera-carbon-h-k
Mercedes-Benz GLE Coupe DESIGNO#B&O#SOFTCL#3xTV#PANORAMA#ОБДУХ#KEYLESS,77 999 лв.,май 2017 г.,176 000,Бял,Дизелов,258,6,,автоматична,Джип,Стара Загора,https://www.mobile.bg/obiava-21727448317097147-mercedes-benz-gle-coupe-designo-b-o-softcl-3xtv-panorama-obduh-keyless
Mercedes-Benz GLE Coupe,78 900 лв.,ноември 2018 г.,237 000,Перла,Дизелов,258,6,,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21739589802555531-mercedes-benz-gle-coupe
Mercedes-Benz GLE Coupe #AMG#PANORAMA#KEYLESS#H&K#360* CAMERA#98TKM,86 999 лв.,януари 2017 г.,98 000,Бял,Дизелов,258,6,,автоматична,Джип,Стара Загора,https://www.mobile.bg/obiava-21735967638973254-mercedes-benz-gle-coupe-amg-panorama-keyless-h-k-360-camera-98tkm
Mercedes-Benz GLE Coupe 350d 4Matic AMG Line,113 999 лв.,февруари 2021 г.,124 379,Черен,Дизелов,272,6,2925,автоматична,Джип,София,https://www.mobile.bg/obiava-21734716014484606-mercedes-benz-gle-coupe-350d-4matic-amg-line
Mercedes-Benz GLE 350d AMG,37 500 EUR,юни 2016 г.,159 000,Бял,Дизелов,258,6,3000,автоматична,Джип,София,https://www.mobile.bg/obiava-21740327180651146-mercedes-benz-gle-350d-amg
Mercedes-Benz GLE 350,76 900 лв.,ноември 2017 г.,110 000,Тъмно сив,Дизелов,,6,,автоматична,Джип,Кърджали,https://www.mobile.bg/obiava-21697552410505129-mercedes-benz-gle-350
Mercedes-Benz GLE 350,83 800 лв.,ноември 2016 г.,187 000,Черен,Дизелов,265,,3000,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21703104114936113-mercedes-benz-gle-350
Mercedes-Benz GLE 350,87 900 лв.,октомври 2016 г.,190 000,Сив,Дизелов,258,,3000,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21703105373565024-mercedes-benz-gle-350
Mercedes-Benz GLE AMG/4MATIC/300d/BURMESTER/88000km/2020г.,95 000 лв.,февруари 2020 г.,88 000,Т.зелен,Дизелов,245,6,2000,автоматична,Джип,София,https://www.mobile.bg/obiava-21740395683326176-mercedes-benz-gle-amg-4matic-300d-burmester-88000km-2020g
"Mercedes-Benz GLE 350d, COUPE, AMG-56000км-PANO, KEY-GO, DIST, NIGHT",139 990 лв.,юни 2021 г.,56 000,Черен,Дизелов,272,6,2925,автоматична,Купе,Пловдив,https://www.mobile.bg/obiava-21737386973060501-mercedes-benz-gle-350d-coupe-amg-56000km-pano-key-go-dist-night
Mercedes-Benz GLE 400d AMG LINE,155 780 лв.,юни 2022 г.,35 500,Перла,Дизелов,330,6,3000,автоматична,Джип,Стара Загора,https://www.mobile.bg/obiava-21740574001246497-mercedes-benz-gle-400d-amg-line
Mercedes-Benz GLE 250 CDi Топ Цена,33 999 лв.,февруари 2017 г.,210 000,Черен,Дизелов,204,,,автоматична,Джип,Пловдив,https://www.mobile.bg/obiava-21740651675688554-mercedes-benz-gle-250-cdi-top-tsena
Mercedes-Benz GLE 250 d* 9G-Tronik* 360 Cam*,42 800 лв.,юни 2016 г.,135 000,Тъмно сив,Дизелов,204,6,2500,автоматична,Джип,Дупница,https://www.mobile.bg/obiava-21683188499751949-mercedes-benz-gle-250-d-9g-tronik-360-cam
Mercedes-Benz GLE 250 4-MATIC.AMG Line,49 999 лв.,юли 2016 г.,165 000,Черен,Дизелов,204,,2200,автоматична,Джип,София,https://www.mobile.bg/obiava-21728394066812096-mercedes-benz-gle-250-4-matic-amg-line
