title,price,manufacturing_year,mileage,color,fuel,hp,type,region,url,is_amg
mercedes-benz gle 350 amg line/4matic,72900,2016,98300,сив,дизелов,258.0,джип,софия,https://www.mobile.bg/obiava-21729501352219220-mercedes-benz-gle-350-amg-line-4matic,1
mercedes-benz gle 350 coupe amg 4matic panо обдухване подгрев 360 h/k,72900,2016,153788,бял,дизелов,258.0,купе,пловдив,https://www.mobile.bg/obiava-21739294520010604-mercedes-benz-gle-350-coupe-amg-4matic-pano-obduhvane-podgrev-360-h-k,1
mercedes-benz gle 350 amg /f1/готов лизинг,73800,2016,188000,сив,дизелов,258.0,купе,софия,https://www.mobile.bg/obiava-21731336541642876-mercedes-benz-gle-350-amg-f1-gotov-lizing,1
mercedes-benz gle 350,61999,2016,216000,тъмно сив,дизелов,258.0,джип,софия,https://www.mobile.bg/obiava-21732100065080651-mercedes-benz-gle-350,0
mercedes-benz gle 350 gle 350 amg/4matic/rse/harman/камера/подгрев,74900,2015,197000,тъмно сив,дизелов,258.0,купе,варна,https://www.mobile.bg/obiava-21732175798600924-mercedes-benz-gle-350-gle-350-amg-4matic-rse-harman-kamera-podgrev,1
mercedes-benz gle 350 amg/4matic/rse/harman/камера/подгрев,74900,2015,197000,тъмно сив,дизелов,258.0,купе,софия,https://www.mobile.bg/obiava-21732140072714058-mercedes-benz-gle-350-amg-4matic-rse-harman-kamera-podgrev,1
mercedes-benz gle 350 amg/navi/360camera/вакуум/harman kardon/,74900,2016,190000,бял,дизелов,258.0,джип,софия,https://www.mobile.bg/obiava-21725980764601340-mercedes-benz-gle-350-amg-navi-360camera-vakuum-harman-kardon,1
mercedes-benz gle 350 coupe= 3.0cdi-258кс= 9g-tronic= 360камера= air,75900,2017,185000,черен,дизелов,258.0,купе,сливен,https://www.mobile.bg/obiava-21734977821343770-mercedes-benz-gle-350-coupe-3-0cdi-258ks-9g-tronic-360kamera-air,0
mercedes-benz gle 350 cdi 4-matic * coupe* 86500 км. топ състояние !,76800,2017,86509,бял,дизелов,258.0,купе,софия,https://www.mobile.bg/obiava-21737477007159293-mercedes-benz-gle-350-cdi-4-matic-coupe-86500-km-top-sastoyanie,0
mercedes-benz gle 350 4matic - amg - 272к.с.,79000,2020,192000,зелен,дизелов,272.0,джип,плевен,https://www.mobile.bg/obiava-21739284517347430-mercedes-benz-gle-350-4matic-amg-272k-s,1
mercedes-benz gle 350 coupe 9g 4matic amg,88500,2019,105000,бял,дизелов,258.0,купе,хасково,https://www.mobile.bg/obiava-21737283028967241-mercedes-benz-gle-350-coupe-9g-4matic-amg,1
mercedes-benz gle 350 2.0 4matic,96000,2020,85000,син,бензинов,258.0,джип,сливен,https://www.mobile.bg/obiava-21739376518541095-mercedes-benz-gle-350-2-0-4matic,0
mercedes-benz gle 350 gle 350* amg line* v6* 4matic* 9gtronic* 6+ 1,82000,2019,139000,син,дизелов,272.0,джип,софия,https://www.mobile.bg/obiava-21733212710908739-mercedes-benz-gle-350-gle-350-amg-line-v6-4matic-9gtronic-6-1,1
mercedes-benz gle 350 amg line night пакет burmester 360,99000,2019,149000,тъмно сив,дизелов,275.0,джип,софия,https://www.mobile.bg/obiava-21727462886071685-mercedes-benz-gle-350-amg-line-night-paket-burmester-360,1
mercedes-benz gle 350 de plug-in хибрид,104890,2021,102000,черен,plug-in хибрид,320.0,джип,софия,https://www.mobile.bg/obiava-21737899606993826-mercedes-benz-gle-350-de-plug-in-hibrid,0
mercedes-benz gle 350 de * гаранция до 09.2026г*,112900,2021,90000,бял,plug-in хибрид,320.0,джип,софия,https://www.mobile.bg/obiava-21732476602478716-mercedes-benz-gle-350-de-garantsiya-do-09-2026g,0
mercedes-benz gle 350 3.0 v6 * 2 x amg* досие в силвър стар* 84 000км.,117000,2020,83717,черен,дизелов,272.0,джип,бургас,https://www.mobile.bg/obiava-21735559636654700-mercedes-benz-gle-350-3-0-v6-2-x-amg-dosie-v-silvar-star-84-000km,1
"mercedes-benz gle 350 gle 350d amg | топ състояние | 55, 000 км | няма д",97998,2019,55000,сив,дизелов,272.0,джип,плевен,https://www.mobile.bg/obiava-21740474278928149-mercedes-benz-gle-350-gle-350d-amg-top-sastoyanie-55-000-km-nyama-d,1
mercedes-benz gle 350 coupe * amg* pano* burmester* 360cam* head-up,122000,2021,239000,тъмно сив,дизелов,272.0,купе,пловдив,https://www.mobile.bg/obiava-21731865771689539-mercedes-benz-gle-350-coupe-amg-pano-burmester-360cam-head-up,1
mercedes-benz gle 350 amg premium coupe,123000,2021,113000,зелен,дизелов,272.0,купе,шумен,https://www.mobile.bg/obiava-21737135592053241-mercedes-benz-gle-350-amg-premium-coupe,1
mercedes-benz gle 350 300d amg,113400,2023,40389,бял,хибриден,272.0,джип,варна,https://www.mobile.bg/obiava-21734201135460519-mercedes-benz-gle-350-300d-amg,1
mercedes-benz gle 350 e/coupe/4matic/burmester/ambient/virtual,119900,2022,92500,бял,plug-in хибрид,333.0,купе,варна,https://www.mobile.bg/obiava-21738308910884923-mercedes-benz-gle-350-e-coupe-4matic-burmester-ambient-virtual,0
mercedes-benz gle 350 amg/4matic/virtual/ambient,149900,2020,74000,бял,дизелов,272.0,джип,варна,https://www.mobile.bg/obiava-21722435961570807-mercedes-benz-gle-350-amg-4matic-virtual-ambient,1
mercedes-benz gle 350 4matic,149900,2024,14500,бял,бензинов,255.0,джип,софия,https://www.mobile.bg/obiava-21720160144003823-mercedes-benz-gle-350-4matic,0
mercedes-benz gle 350 amg,149999,2021,39000,черен,дизелов,272.0,джип,софия,https://www.mobile.bg/obiava-21698333016859438-mercedes-benz-gle-350-amg,1
mercedes-benz gle 400 очакван внос gle400 amg pano cam360 hud exclusive,49880,2016,190000,бял,бензинов,333.0,джип,софия,https://www.mobile.bg/obiava-21739954032225469-mercedes-benz-gle-400-ochakvan-vnos-gle400-amg-pano-cam360-hud-exclusive,1
mercedes-benz gle 400 amg 9g-tronic 4matic,53500,2018,171000,черен,бензинов,333.0,джип,софия,https://www.mobile.bg/obiava-21721359379625759-mercedes-benz-gle-400-amg-9g-tronic-4matic,1
"mercedes-benz gle 400 amg line, 9g- tronic, i larman/kardon, keyle",58999,2019,93000,син,бензинов,330.0,джип,пловдив,https://www.mobile.bg/obiava-21739186790319722-mercedes-benz-gle-400-amg-line-9g-tronic-i-larman-kardon-keyle,1
mercedes-benz gle 400,62000,2018,120000,бял,бензинов,333.0,джип,софия,https://www.mobile.bg/obiava-21740219727516574-mercedes-benz-gle-400,0
mercedes-benz gle 400 бартер,65660,2018,151326,бял,бензинов,333.0,джип,враца,https://www.mobile.bg/obiava-21718309514942537-mercedes-benz-gle-400-barter,0
mercedes-benz gle 400 coupe/9g/4matic лизинг без доказване на доходи,84999,2016,100209,черен,бензинов,333.0,купе,софия,https://www.mobile.bg/obiava-21712411925034415-mercedes-benz-gle-400-coupe-9g-4matic-lizing-bez-dokazvane-na-dohodi,0
mercedes-benz gle 400 d 9g-tronic amg line,119500,2022,190359,черен,дизелов,330.0,джип,софия,https://www.mobile.bg/obiava-21739262885743738-mercedes-benz-gle-400-d-9g-tronic-amg-line,1
mercedes-benz gle 400 d/coupe/amg line/4matic/nitght package/burmaster,121121,2021,191000,тъмно сив,дизелов,330.0,купе,габрово,https://www.mobile.bg/obiava-21726686848805094-mercedes-benz-gle-400-d-coupe-amg-line-4matic-nitght-package-burmaster,1
mercedes-benz gle 400  amg line,140140,2020,63715,зелен,дизелов,330.0,джип,шумен,https://www.mobile.bg/obiava-11729715088471777-mercedes-benz-gle-400-amg-line,1
"mercedes-benz gle 400 coupe amg line, distronic, led, 4matic",144000,2020,125000,черен,дизелов,330.0,купе,пловдив,https://www.mobile.bg/obiava-21740247788590993-mercedes-benz-gle-400-coupe-amg-line-distronic-led-4matic,1
mercedes-benz gle 400 4 matic* premium plus packet* amg-line,149900,2021,78000,бял,дизелов,330.0,джип,велико търново,https://www.mobile.bg/obiava-21710616940446331-mercedes-benz-gle-400-4-matic-premium-plus-packet-amg-line,1
mercedes-benz gle 400 coupe,168500,2022,35000,бял,дизелов,330.0,купе,стара загора,https://www.mobile.bg/obiava-21736272190208598-mercedes-benz-gle-400-coupe,0
mercedes-benz gle 400 d 4matic,160000,2023,51573,тъмно сив,дизелов,330.0,джип,русе,https://www.mobile.bg/obiava-21732713146521423-mercedes-benz-gle-400-d-4matic,0
mercedes-benz gle 43 amg biturbo 4matic,59999,2018,122000,сив,бензинов,390.0,джип,софия,https://www.mobile.bg/obiava-21739877007021018-mercedes-benz-gle-43-amg-biturbo-4matic,1
mercedes-benz gle 43 amg top,66999,2016,126000,черен,бензинов,367.0,джип,софия,https://www.mobile.bg/obiava-21732739833572533-mercedes-benz-gle-43-amg-top,1
mercedes-benz gle 43 amg coupe 43 amg/133911км,72500,2017,130000,черен,бензинов,367.0,купе,софия,https://www.mobile.bg/obiava-21734365306006123-mercedes-benz-gle-43-amg-coupe-43-amg-133911km,1
mercedes-benz gle 450 amg optik 4matic,74999,2016,134000,червен,бензинов,367.0,джип,шумен,https://www.mobile.bg/obiava-11738240198349071-mercedes-benz-gle-450-amg-optik-4matic,1
mercedes-benz gle 450,79900,2020,55500,сив,бензинов,367.0,джип,софия,https://www.mobile.bg/obiava-11727187183144735-mercedes-benz-gle-450,0
mercedes-benz gle 450 4m/hud/pano/burmester,86238,2020,112000,сив,дизелов,367.0,джип,софия,https://www.mobile.bg/obiava-11740501859778065-mercedes-benz-gle-450-4m-hud-pano-burmester,0
mercedes-benz gle 450 -amg line-mild hybrid-panorama-keyless-6+ 1-,91700,2020,129000,бял,бензинов,367.0,джип,пловдив,https://www.mobile.bg/obiava-11739227856108544-mercedes-benz-gle-450-amg-line-mild-hybrid-panorama-keyless-6-1,1
mercedes-benz gle 450 gle450 amg-line топ,103999,2019,108000,черен,бензинов,367.0,джип,пазарджик,https://www.mobile.bg/obiava-11739210626431117-mercedes-benz-gle-450-gle450-amg-line-top,1
mercedes-benz gle 450 * 4 matic * 6 + 1 * burmeister,103900,2020,87000,черен,бензинов,367.0,джип,варна,https://www.mobile.bg/obiava-11717025240763679-mercedes-benz-gle-450-4-matic-6-1-burmeister,0
mercedes-benz gle 450 4matic eq boost,115000,2020,54000,сребърен,бензинов,367.0,джип,софия,https://www.mobile.bg/obiava-11739782405144937-mercedes-benz-gle-450-4matic-eq-boost,0
mercedes-benz gle 450 d/coupe/amg-line/burmester/pano,169900,2024,35000,тъмно сив,дизелов,367.0,купе,варна,https://www.mobile.bg/obiava-11736802662687239-mercedes-benz-gle-450-d-coupe-amg-line-burmester-pano,1
mercedes-benz gle 450 d/coupe/amg-line/burmester/pano/hud,169900,2024,35000,тъмно сив,дизелов,367.0,купе,софия,https://www.mobile.bg/obiava-11736800426625290-mercedes-benz-gle-450-d-coupe-amg-line-burmester-pano-hud,1
mercedes-benz gle 450 d/4m/amg-line/burmester/pano,169900,2024,18500,сив,дизелов,367.0,джип,софия,https://www.mobile.bg/obiava-11736799392633316-mercedes-benz-gle-450-d-4m-amg-line-burmester-pano,1
mercedes-benz gle 450 full екстри * burmeister * amg * head up * панорам,207900,2024,12000,сив,дизелов,368.0,джип,варна,https://www.mobile.bg/obiava-11723443611561530-mercedes-benz-gle-450-full-ekstri-burmeister-amg-head-up-panoram,1
mercedes-benz gle 450 amg  367 ps panorama 130000km!!!,69999,2016,130000,сребърен,бензинов,367.0,джип,софия,https://www.mobile.bg/obiava-21738260222880435-mercedes-benz-gle-450-amg-367-ps-panorama-130000km,1
mercedes-benz gle 450 amg amg/4matic/hud/обдухване/панорама/6+ 1,114900,2019,87000,тъмно сив,бензинов,367.0,джип,софия,https://www.mobile.bg/obiava-21727722557531723-mercedes-benz-gle-450-amg-amg-4matic-hud-obduhvane-panorama-6-1,1
mercedes-benz gle 500 amg line 4matic hybrid,48800,2017,235000,черен,бензинов,333.0,джип,софия,https://www.mobile.bg/obiava-21732544538554396-mercedes-benz-gle-500-amg-line-4matic-hybrid,1
mercedes-benz gle 500 4matic/amg pack/massage/360,66977,2016,119610,сив,бензинов,455.0,джип,пловдив,https://www.mobile.bg/obiava-21734452015371586-mercedes-benz-gle-500-4matic-amg-pack-massage-360,1
mercedes-benz gle 500 e amg plug-in hybrid 4matic швейцария,66999,2016,189000,черен,plug-in хибрид,442.0,джип,софия,https://www.mobile.bg/obiava-21722715067242123-mercedes-benz-gle-500-e-amg-plug-in-hybrid-4matic-shveytsariya,1
mercedes-benz gle 500 е amg plug-in hybrid 4matic швейцария,66999,2016,189000,черен,бензинов,449.0,джип,софия,https://www.mobile.bg/obiava-21722719925691607-mercedes-benz-gle-500-e-amg-plug-in-hybrid-4matic-shveytsariya,1
mercedes-benz gle 500 amg/headup/harman/360cam/455к.с./113000km,76000,2016,113000,син,бензинов,455.0,джип,софия,https://www.mobile.bg/obiava-21740473533420994-mercedes-benz-gle-500-amg-headup-harman-360cam-455k-s-113000km,1
mercedes-benz gle 53 4matic amg full!!!,146800,2021,57000,бял,бензинов,435.0,джип,пловдив,https://www.mobile.bg/obiava-21730491230456391-mercedes-benz-gle-53-4matic-amg-full,1
mercedes-benz gle 53 4matic amg,146900,2021,56000,бял,бензинов,435.0,джип,пловдив,https://www.mobile.bg/obiava-21734297830878673-mercedes-benz-gle-53-4matic-amg,1
mercedes-benz gle 53 4matic amg 4m* hud* burmester* pano* night* 360,131318,2019,87484,бял,бензинов,435.0,джип,софия,https://www.mobile.bg/obiava-21730895975393819-mercedes-benz-gle-53-4matic-amg-4m-hud-burmester-pano-night-360,1
mercedes-benz gle 53 4matic coupe,160000,2020,136000,черен,бензинов,435.0,купе,софия,https://www.mobile.bg/obiava-21730796217242519-mercedes-benz-gle-53-4matic-coupe,0
mercedes-benz gle 53 4matic amg 435hp,162680,2021,87010,бял,бензинов,435.0,джип,перник,https://www.mobile.bg/obiava-21720103687182968-mercedes-benz-gle-53-4matic-amg-435hp,1
mercedes-benz gle 53 4matic coupe* night* hud* massage* burmester* pano* 22,167000,2020,65000,черен,бензинов,435.0,купе,софия,https://www.mobile.bg/obiava-21736505223348789-mercedes-benz-gle-53-4matic-coupe-night-hud-massage-burmester-pano-22,0
mercedes-benz gle 53 4matic amg/burmester/hud/pano/обдухване/multibeam led/360,149900,2020,94000,черен,бензинов,457.0,купе,софия,https://www.mobile.bg/obiava-21740262686748932-mercedes-benz-gle-53-4matic-amg-burmester-hud-pano-obduhvane-multibeam-led-360,1
"mercedes-benz gle 53 4matic gle 53 amg, гаранция, head up display, burmester",182900,2023,31400,син,бензинов,435.0,джип,софия,https://www.mobile.bg/obiava-21736847868225282-mercedes-benz-gle-53-4matic-gle-53-amg-garantsiya-head-up-display-burmester,1
mercedes-benz gle 53 4matic +  coupe amg facelift,195999,2025,70,син,бензинов,455.0,купе,софия,https://www.mobile.bg/obiava-21688199304356117-mercedes-benz-gle-53-4matic-coupe-amg-facelift,1
mercedes-benz gle 580 4m amg 360 hed up,165000,2022,19000,бял,бензинов,489.0,джип,перник,https://www.mobile.bg/obiava-21692652193063271-mercedes-benz-gle-580-4m-amg-360-hed-up,1
mercedes-benz gle 63 s amg,67000,2017,83000,сив,бензинов,585.0,джип,софия,https://www.mobile.bg/obiava-21731143698976292-mercedes-benz-gle-63-s-amg,1
mercedes-benz gle 63 s amg barter#leasing,89500,2017,125000,черен,бензинов,600.0,джип,шумен,https://www.mobile.bg/obiava-21729017451133569-mercedes-benz-gle-63-s-amg-barter-leasing,1
mercedes-benz gle 63 s amg,90000,2017,186000,черен,бензинов,585.0,джип,софия,https://www.mobile.bg/obiava-21738621196772641-mercedes-benz-gle-63-s-amg,1
mercedes-benz gle 63 s amg full top,94999,2017,108900,сив,бензинов,600.0,джип,софия,https://www.mobile.bg/obiava-21712336696075194-mercedes-benz-gle-63-s-amg-full-top,1
mercedes-benz gle 63 s amg coupe night package/ carbon/ alcantara full full,99000,2016,142954,черен,бензинов,585.0,купе,благоевград,https://www.mobile.bg/obiava-21712416285504630-mercedes-benz-gle-63-s-amg-coupe-night-package-carbon-alcantara-full-full,1
mercedes-benz gle 63 s amg 4matic/bang&olufsen/обдухване/камера/side assist,99800,2015,132500,бял,бензинов,585.0,джип,варна,https://www.mobile.bg/obiava-21739392660253055-mercedes-benz-gle-63-s-amg-4matic-bang-olufsen-obduhvane-kamera-side-assist,1
mercedes-benz gle 63 s amg 5.5i 558hp v8 biturbo,99990,2016,181175,черен,бензинов,558.0,джип,перник,https://www.mobile.bg/obiava-21740586518400793-mercedes-benz-gle-63-s-amg-5-5i-558hp-v8-biturbo,1
mercedes-benz gle 63 s amg b&o / karbon /3 tv/alkatar/top,102500,2016,122000,сив,бензинов,585.0,джип,благоевград,https://www.mobile.bg/obiava-21698226462894812-mercedes-benz-gle-63-s-amg-b-o-karbon-3-tv-alkatar-top,1
mercedes-benz gle 63 s amg,124900,2015,85000,бял,бензинов,585.0,джип,софия,https://www.mobile.bg/obiava-21709106139626811-mercedes-benz-gle-63-s-amg,1
mercedes-benz gle 63 s amg full!!!,129999,2018,102500,черен,бензинов,585.0,купе,кърджали,https://www.mobile.bg/obiava-21739822535762181-mercedes-benz-gle-63-s-amg-full,1
mercedes-benz gle 63 s amg 4matic+  лизинг промо цена до 15.02,169888,2021,78235,черен,бензинов,612.0,джип,софия,https://www.mobile.bg/obiava-21731327098698931-mercedes-benz-gle-63-s-amg-4matic-lizing-promo-tsena-do-15-02,1
mercedes-benz gle 63 s amg 4m+ exclusive* night* carbon* burm* pano,149000,2022,85000,бял,бензинов,612.0,джип,благоевград,https://www.mobile.bg/obiava-21728029617985221-mercedes-benz-gle-63-s-amg-4m-exclusive-night-carbon-burm-pano,1
mercedes-benz gle 63 s amg coupe#designo#softcl#disr#oбдух#pano#burm,189999,2021,100000,черен,бензинов,612.0,купе,стара загора,https://www.mobile.bg/obiava-21709396317608816-mercedes-benz-gle-63-s-amg-coupe-designo-softcl-disr-obduh-pano-burm,1
mercedes-benz gle 63 s amg coupe/4m/burm4d/carbon/head-up/eq boost/full!!!,196500,2021,68000,бял,бензинов,612.0,купе,благоевград,https://www.mobile.bg/obiava-21728897640675912-mercedes-benz-gle-63-s-amg-coupe-4m-burm4d-carbon-head-up-eq-boost-full,1
mercedes-benz gle 63 s amg 4m+ exclusive* facelift*  carbon* burm* pano,180000,2021,41657,зелен,бензинов,612.0,джип,софия,https://www.mobile.bg/obiava-21721031120972251-mercedes-benz-gle-63-s-amg-4m-exclusive-facelift-carbon-burm-pano,1
mercedes-benz gle coupe amg optic+ 4matic+ 9gtronic+ камера+ кожа,57000,2016,229233,сив,дизелов,258.0,купе,софия,https://www.mobile.bg/obiava-21736317299209179-mercedes-benz-gle-coupe-amg-optic-4matic-9gtronic-kamera-kozha,1
mercedes-benz gle coupe 350/amg,62900,2015,151221,бял,дизелов,258.0,купе,пазарджик,https://www.mobile.bg/obiava-21732780983455651-mercedes-benz-gle-coupe-350-amg,1
mercedes-benz gle coupe 350d/4matic/amg/258hp,66000,2016,217455,сребърен,дизелов,258.0,купе,софия,https://www.mobile.bg/obiava-21727021548174800-mercedes-benz-gle-coupe-350d-4matic-amg-258hp,1
mercedes-benz gle coupe 350 cdi 6.3 amg optic 9g pano 360 h/k key go 21,66900,2017,167000,тъмно сив,дизелов,258.0,купе,софия,https://www.mobile.bg/obiava-21739906252076316-mercedes-benz-gle-coupe-350-cdi-6-3-amg-optic-9g-pano-360-h-k-key-go-21,1
mercedes-benz gle coupe amg/distronic/360camera/keyless/top/,67900,2017,178879,червен,дизелов,258.0,купе,пазарджик,https://www.mobile.bg/obiava-21737561520823995-mercedes-benz-gle-coupe-amg-distronic-360camera-keyless-top,1
mercedes-benz gle coupe 350d 4matic amg,67999,2016,177000,черен,дизелов,258.0,купе,софия,https://www.mobile.bg/obiava-21726238184445577-mercedes-benz-gle-coupe-350d-4matic-amg,1
mercedes-benz gle coupe 350d amg pack,67999,2015,200000,черен,дизелов,258.0,купе,софия,https://www.mobile.bg/obiava-21729497715740309-mercedes-benz-gle-coupe-350d-amg-pack,1
mercedes-benz gle coupe 350 4matik amg panorama,69900,2018,123000,черен,дизелов,258.0,купе,плевен,https://www.mobile.bg/obiava-21739802829916530-mercedes-benz-gle-coupe-350-4matik-amg-panorama,1
mercedes-benz gle coupe,69999,2016,220405,черен,дизелов,286.0,купе,велико търново,https://www.mobile.bg/obiava-21736105962930468-mercedes-benz-gle-coupe,0
mercedes-benz gle coupe 350d* amg* 4matic* 360* camera* distronic*,86990,2016,130460,черен,дизелов,258.0,купе,кърджали,https://www.mobile.bg/obiava-21715797081298918-mercedes-benz-gle-coupe-350d-amg-4matic-360-camera-distronic,1
mercedes-benz gle coupe de,95000,2021,76700,черен,plug-in хибрид,347.0,купе,софия,https://www.mobile.bg/obiava-21739010643406142-mercedes-benz-gle-coupe-de,0
mercedes-benz gle coupe 400d - amg - burmester - панорама - head up,110000,2020,186000,черен,дизелов,330.0,купе,плевен,https://www.mobile.bg/obiava-21738665805729582-mercedes-benz-gle-coupe-400d-amg-burmester-panorama-head-up,1
mercedes-benz gle coupe 53 amg,149999,2021,78000,черен,бензинов,435.0,купе,пловдив,https://www.mobile.bg/obiava-21740603556764394-mercedes-benz-gle-coupe-53-amg,1
mercedes-benz gle coupe 400d * full екстри * панорама * burmeister * amg,169900,2023,19000,черен,дизелов,326.0,купе,варна,https://www.mobile.bg/obiava-21704028261126460-mercedes-benz-gle-coupe-400d-full-ekstri-panorama-burmeister-amg,1
mercedes-benz gle 350d amg package,46990,2016,184000,бял,дизелов,258.0,джип,стара загора,https://www.mobile.bg/obiava-21727281391874410-mercedes-benz-gle-350d-amg-package,1
mercedes-benz gle unikalen,49000,2017,280000,черен,дизелов,260.0,джип,кърджали,https://www.mobile.bg/obiava-21730132911440718-mercedes-benz-gle-unikalen,0
mercedes-benz gle 3.5 d coupe 315к.с,69500,2015,179123,черен,дизелов,315.0,купе,пловдив,https://www.mobile.bg/obiava-21739383711837942-mercedes-benz-gle-3-5-d-coupe-315k-s,0
mercedes-benz gle 350d coupe 4matic amg-line,69999,2016,187000,бял,дизелов,258.0,купе,софия,https://www.mobile.bg/obiava-21738752595773860-mercedes-benz-gle-350d-coupe-4matic-amg-line,1
mercedes-benz gle 550e,75000,2018,75000,черен,plug-in хибрид,450.0,джип,разград,https://www.mobile.bg/obiava-21730742214148637-mercedes-benz-gle-550e,0
mercedes-benz gle 43 amg coupe панорама дистр.head-up keyless cam360,78990,2017,127000,син,бензинов,367.0,купе,софия,https://www.mobile.bg/obiava-21739561532264588-mercedes-benz-gle-43-amg-coupe-panorama-distr-head-up-keyless-cam360,1
mercedes-benz gle 500e hybrid,80000,2016,180000,черен,хибриден,333.0,джип,враца,https://www.mobile.bg/obiava-21643013958396999-mercedes-benz-gle-500e-hybrid,0
mercedes-benz gle,85000,2019,198000,черен,дизелов,272.0,джип,смолян,https://www.mobile.bg/obiava-21698870906600265-mercedes-benz-gle,0
mercedes-benz gle 300 d 4 matic,89000,2020,183000,бял,дизелов,245.0,джип,велико търново,https://www.mobile.bg/obiava-21739476225367218-mercedes-benz-gle-300-d-4-matic,0
mercedes-benz gle 350 4matic full 6.3 amg pack,90000,2016,183000,бял,дизелов,258.0,купе,добрич,https://www.mobile.bg/obiava-21730412334901648-mercedes-benz-gle-350-4matic-full-6-3-amg-pack,1
mercedes-benz gle 300d* 4 matic* pano*,104700,2021,109000,тъмно сив,дизелов,245.0,джип,софия,https://www.mobile.bg/obiava-21734968211699658-mercedes-benz-gle-300d-4-matic-pano,0
mercedes-benz gle 300d 4m * гаранция * 7-местен pano 360 печка,109900,2020,88000,черен,дизелов,245.0,джип,софия,https://www.mobile.bg/obiava-21706104258439736-mercedes-benz-gle-300d-4m-garantsiya-7-mesten-pano-360-pechka,0
mercedes-benz gle 350d 4matic 6+ 1,95000,2021,209000,бял,дизелов,272.0,джип,русе,https://www.mobile.bg/obiava-21738568959299680-mercedes-benz-gle-350d-4matic-6-1,0
mercedes-benz gle 300d 4matic amg line,97999,2020,131,черен,дизелов,243.0,джип,софия,https://www.mobile.bg/obiava-21739871807432400-mercedes-benz-gle-300d-4matic-amg-line,1
mercedes-benz gle 300d 4 matic,119900,2021,87664,бял,дизелов,245.0,джип,велико търново,https://www.mobile.bg/obiava-21734340770261325-mercedes-benz-gle-300d-4-matic,0
mercedes-benz gle 300d,119900,2021,151900,бял,дизелов,272.0,джип,софия,https://www.mobile.bg/obiava-21739292604891266-mercedes-benz-gle-300d,0
mercedes-benz gle 450  450 4matic amg line,129570,2020,54500,сив,бензинов,367.0,джип,стара загора,https://www.mobile.bg/obiava-21738089485959331-mercedes-benz-gle-450-450-4matic-amg-line,1
mercedes-benz gle 300d amg paket 6+ 1,108000,2019,67000,бежов,дизелов,245.0,джип,враца,https://www.mobile.bg/obiava-21691751930313263-mercedes-benz-gle-300d-amg-paket-6-1,1
mercedes-benz gle 300d mild hybrid 7 местен гаранция до 15.03.2028,114600,2023,61600,сив,дизелов,272.0,джип,пловдив,https://www.mobile.bg/obiava-21737454440326319-mercedes-benz-gle-300d-mild-hybrid-7-mesten-garantsiya-do-15-03-2028,0
mercedes-benz gle,122000,2022,24000,сив,дизелов,248.0,джип,пловдив,https://www.mobile.bg/obiava-21735506200402736-mercedes-benz-gle,0
mercedes-benz gle 300de amg* 4matic* 6+ 1* гаранция*,149900,2023,25000,черен,хибриден,270.0,джип,софия,https://www.mobile.bg/obiava-21727984155484256-mercedes-benz-gle-300de-amg-4matic-6-1-garantsiya,1
mercedes-benz gle 450 4-matic,160100,2022,21000,черен,бензинов,367.0,джип,софия,https://www.mobile.bg/obiava-21732648942343524-mercedes-benz-gle-450-4-matic,0
mercedes-benz gle 300d 4matic = amg line advanced plus= гаранция,145420,2024,18000,сив,дизелов,272.0,джип,софия,https://www.mobile.bg/obiava-21740580528816272-mercedes-benz-gle-300d-4matic-amg-line-advanced-plus-garantsiya,1
mercedes-benz gle 300d 4matic coupe = amg line advancedplus= гаранци,159500,2024,15500,черен,дизелов,272.0,купе,софия,https://www.mobile.bg/obiava-21740580403540590-mercedes-benz-gle-300d-4matic-coupe-amg-line-advancedplus-garantsi,1
mercedes-benz gle coupe 300d 4 matic amg burmaster,191670,2025,30,зелен,дизелов,292.0,купе,софия,https://www.mobile.bg/obiava-21736346724359643-mercedes-benz-gle-coupe-300d-4-matic-amg-burmaster,1
mercedes-benz gle 250 4 matic,37000,2016,270000,син,дизелов,204.0,джип,видин,https://www.mobile.bg/obiava-21735205863419416-mercedes-benz-gle-250-4-matic,0
mercedes-benz gle 250 камера-подгрев-led-ел багажник-2.2cdi 204hp,39500,2016,234600,тъмно сив,дизелов,204.0,джип,софия,https://www.mobile.bg/obiava-21738151811268589-mercedes-benz-gle-250-kamera-podgrev-led-el-bagazhnik-2-2cdi-204hp,0
mercedes-benz gle 250 2.2cdi,41000,2016,221000,бял,дизелов,204.0,джип,варна,https://www.mobile.bg/obiava-21711700674181571-mercedes-benz-gle-250-2-2cdi,0
mercedes-benz gle 250 4 wd,49000,2017,81000,бял,дизелов,204.0,джип,софия,https://www.mobile.bg/obiava-21719937698596333-mercedes-benz-gle-250-4-wd,0
mercedes-benz gle 250 amg* 9g* camera* 4matic* led* сменена верига,54500,2018,195000,тъмно сив,дизелов,204.0,джип,пловдив,https://www.mobile.bg/obiava-21718395902236344-mercedes-benz-gle-250-amg-9g-camera-4matic-led-smenena-veriga,1
mercedes-benz gle 350 coupe 350/4-matic/63amg/9g-tronic/,7777,2018,175000,черен,дизелов,258.0,купе,пазарджик,https://www.mobile.bg/obiava-21695141064528167-mercedes-benz-gle-350-coupe-350-4-matic-63amg-9g-tronic,1
