title,price,manufacturing_year,mileage,color,fuel,hp,type,region,url,is_amg
mercedes-benz gle 53 4matic 6+ 1,216800,2024,8000,черен,бензинов,435.0,джип,бургас,https://www.mobile.bg/obiava-21737452065100087-mercedes-benz-gle-53-4matic-6-1,0
mercedes-benz gle 53 4matic amg/ facelift/ night/ burm/ pano/ 360/ head up/ 22,181880,2023,11000,червен,бензинов,435.0,джип,софия,https://www.mobile.bg/obiava-21739525789502997-mercedes-benz-gle-53-4matic-amg-facelift-night-burm-pano-360-head-up-22,1
mercedes-benz gle 53 4matic 6+ 1,218800,2025,8000,черен,бензинов,435.0,джип,пловдив,https://www.mobile.bg/obiava-21740469835191182-mercedes-benz-gle-53-4matic-6-1,0
mercedes-benz gle 53 4matic 4matic+ = panorama= гаранция,187840,2024,5000,бял,бензинов,455.0,джип,софия,https://www.mobile.bg/obiava-21734697975054609-mercedes-benz-gle-53-4matic-4matic-panorama-garantsiya,0
mercedes-benz gle 53 4matic 7-местен,190000,2024,25700,сив,бензинов,435.0,джип,велико търново,https://www.mobile.bg/obiava-21739178391098942-mercedes-benz-gle-53-4matic-7-mesten,0
mercedes-benz gle 53 4matic amg eq boost,229999,2023,16000,сив,бензинов,435.0,джип,софия,https://www.mobile.bg/obiava-21735913494321509-mercedes-benz-gle-53-4matic-amg-eq-boost,1
mercedes-benz gle 53 4matic / amg/ facelift/ night/ pano/ burm/ 360/ head up/,192980,2023,14000,тъмно сив,бензинов,435.0,джип,софия,https://www.mobile.bg/obiava-21722419442133582-mercedes-benz-gle-53-4matic-amg-facelift-night-pano-burm-360-head-up,1
mercedes-benz gle 53 4matic 4matic+ = advanced plus= гаранция,195840,2024,9000,черен,бензинов,435.0,джип,софия,https://www.mobile.bg/obiava-21735045418501832-mercedes-benz-gle-53-4matic-4matic-advanced-plus-garantsiya,0
mercedes-benz gle 53 4matic +  coupe amg facelift,195999,2025,60,черен,бензинов,455.0,купе,софия,https://www.mobile.bg/obiava-21688164461467794-mercedes-benz-gle-53-4matic-coupe-amg-facelift,1
mercedes-benz gle 53 4matic coupe 4matic+ = night package= гаранция,196670,2023,8000,черен,бензинов,455.0,купе,софия,https://www.mobile.bg/obiava-21734698184180917-mercedes-benz-gle-53-4matic-coupe-4matic-night-package-garantsiya,0
mercedes-benz gle 53 4matic +,196999,2023,19000,черен,бензинов,435.0,джип,софия,https://www.mobile.bg/obiava-21734019694593268-mercedes-benz-gle-53-4matic,0
mercedes-benz gle 53 4matic amg/facelift/night/pano/burmester/360/multibeaм/22,198980,2024,9900,тъмно сив,бензинов,435.0,джип,софия,https://www.mobile.bg/obiava-21740043612783489-mercedes-benz-gle-53-4matic-amg-facelift-night-pano-burmester-360-multibeam-22,1
mercedes-benz gle 53 4matic 4m+ /pano/hud/burmester/6+ 1,199900,2023,28000,черен,бензинов,435.0,джип,софия,https://www.mobile.bg/obiava-21738614353775815-mercedes-benz-gle-53-4matic-4m-pano-hud-burmester-6-1,0
mercedes-benz gle 53 4matic 4m+ /pano/hud/burmester/6+ 1,199900,2023,28000,черен,бензинов,435.0,джип,варна,https://www.mobile.bg/obiava-21738619020823222-mercedes-benz-gle-53-4matic-4m-pano-hud-burmester-6-1,0
mercedes-benz gle 53 4matic amg/ coupe/facelift/burm/pano/head up/airmatic/22/,201980,2023,14700,черен,бензинов,435.0,купе,софия,https://www.mobile.bg/obiava-21740049985691095-mercedes-benz-gle-53-4matic-amg-coupe-facelift-burm-pano-head-up-airmatic-22,1
mercedes-benz gle 53 4matic coupe,242500,2024,8000,сив,бензинов,435.0,купе,варна,https://www.mobile.bg/obiava-21733137993911070-mercedes-benz-gle-53-4matic-coupe,0
mercedes-benz gle 53 4matic 4matic + coupe amg facelift,203500,2024,30,син,бензинов,455.0,купе,софия,https://www.mobile.bg/obiava-21738571358239166-mercedes-benz-gle-53-4matic-4matic-coupe-amg-facelift,1
mercedes-benz gle 53 4matic amg/coupe/facelift/carbon/burm/360/hud/22/pano/,203980,2023,21370,тъмно сив,бензинов,435.0,купе,софия,https://www.mobile.bg/obiava-21740046799717288-mercedes-benz-gle-53-4matic-amg-coupe-facelift-carbon-burm-360-hud-22-pano,1
mercedes-benz gle 53 4matic amg,205999,2023,7000,черен,бензинов,435.0,джип,софия,https://www.mobile.bg/obiava-21733923124545014-mercedes-benz-gle-53-4matic-amg,1
mercedes-benz gle 53 4matic coupe 4matic+ = premium= гаранция,206340,2024,7500,бял,бензинов,435.0,купе,софия,https://www.mobile.bg/obiava-21735045576560133-mercedes-benz-gle-53-4matic-coupe-4matic-premium-garantsiya,0
mercedes-benz gle 53 4matic hybrid coupe,249900,2024,8000,сив,хибриден,544.0,купе,варна,https://www.mobile.bg/obiava-21720785768580576-mercedes-benz-gle-53-4matic-hybrid-coupe,0
mercedes-benz gle 53 4matic  coupe,215208,2025,10,сив,бензинов,435.0,купе,софия,https://www.mobile.bg/obiava-21740153067608913-mercedes-benz-gle-53-4matic-coupe,0
mercedes-benz gle 53 4matic amg/facelift/coupe/night/burm/pano/burm/head up/22,214980,2024,9999,тъмно сив,бензинов,435.0,купе,софия,https://www.mobile.bg/obiava-21731941244583818-mercedes-benz-gle-53-4matic-amg-facelift-coupe-night-burm-pano-burm-head-up-22,1
mercedes-benz gle 53 4matic + amg coupe,217999,2023,19000,черен,бензинов,435.0,купе,софия,https://www.mobile.bg/obiava-21734085215778006-mercedes-benz-gle-53-4matic-amg-coupe,1
mercedes-benz gle 53 4matic 4m+ coupé /pano/burm/full/,219520,2024,16300,черен,бензинов,435.0,купе,софия,https://www.mobile.bg/obiava-21723209796402522-mercedes-benz-gle-53-4matic-4m-coup-233-pano-burm-full,0
mercedes-benz gle 53 4matic hybrid 4matic+ coupé = premium plus= гаранция,225670,2024,7000,черен,plug-in хибрид,619.0,джип,софия,https://www.mobile.bg/obiava-21734699262742924-mercedes-benz-gle-53-4matic-hybrid-4matic-coup-233-premium-plus-garantsiya,0
mercedes-benz gle 53 4matic hybrid 4matic+ = premium plus= гаранция,229090,2024,12000,бял,plug-in хибрид,619.0,джип,софия,https://www.mobile.bg/obiava-21734699041820377-mercedes-benz-gle-53-4matic-hybrid-4matic-premium-plus-garantsiya,0
mercedes-benz gle 53 4matic hybrid 4matic+ = premium plus= гаранция,232670,2024,14000,черен,plug-in хибрид,619.0,джип,софия,https://www.mobile.bg/obiava-21734698779233786-mercedes-benz-gle-53-4matic-hybrid-4matic-premium-plus-garantsiya,0
mercedes-benz gle 53 4matic + amg facelift 7местен #100% #full#manufaktur#icar,235004,2023,50,сив,хибриден,455.0,джип,стара загора,https://www.mobile.bg/obiava-21682864729517829-mercedes-benz-gle-53-4matic-amg-facelift-7mesten-100-full-manufaktur-icar,1
mercedes-benz gle 53 4matic hybrid 4matic+ coupé = premium plus= гаранция,236090,2024,9000,бял,plug-in хибрид,619.0,джип,софия,https://www.mobile.bg/obiava-21734698550398583-mercedes-benz-gle-53-4matic-hybrid-4matic-coup-233-premium-plus-garantsiya,0
mercedes-benz gle 580 * amg* v8* 4matic* full,150000,2020,65000,син,бензинов,489.0,джип,велико търново,https://www.mobile.bg/obiava-21725817108894455-mercedes-benz-gle-580-amg-v8-4matic-full,1
mercedes-benz gle 580 amg/4matic/airmatic/обдухване/hud/камера360,129900,2022,79500,бял,бензинов,489.0,джип,варна,https://www.mobile.bg/obiava-21729839703669727-mercedes-benz-gle-580-amg-4matic-airmatic-obduhvane-hud-kamera360,1
mercedes-benz gle 580 amg/4matic/airmatic/обдухване/hud/камера360,129900,2022,79500,бял,бензинов,489.0,джип,софия,https://www.mobile.bg/obiava-21729715992271159-mercedes-benz-gle-580-amg-4matic-airmatic-obduhvane-hud-kamera360,1
mercedes-benz gle 580 amg/4matic/petrol/electric,158900,2021,93000,черен,бензинов,490.0,джип,софия,https://www.mobile.bg/obiava-21728312127459077-mercedes-benz-gle-580-amg-4matic-petrol-electric,1
mercedes-benz gle 580 amg 4matic burmester pano,137198,2021,37900,черен,бензинов,489.0,джип,софия,https://www.mobile.bg/obiava-21729599068005561-mercedes-benz-gle-580-amg-4matic-burmester-pano,1
mercedes-benz gle 580 580 amg v8 biturbo eq boost,175000,2022,45000,сив,бензинов,489.0,джип,пловдив,https://www.mobile.bg/obiava-21735846506945483-mercedes-benz-gle-580-580-amg-v8-biturbo-eq-boost,1
mercedes-benz gle 580 amg#distr#обдух#pano#360* cam#гаранция до 03-2027,209999,2023,8500,тъмно сив,бензинов,513.0,джип,стара загора,https://www.mobile.bg/obiava-21702717587946143-mercedes-benz-gle-580-amg-distr-obduh-pano-360-cam-garantsiya-do-03-2027,1
mercedes-benz gle 580 4matic 6+ 1,213800,2024,6000,черен,бензинов,517.0,джип,софия,https://www.mobile.bg/obiava-21731499486773231-mercedes-benz-gle-580-4matic-6-1,0
mercedes-benz gle 580 amg/facelift/4matic/night/burm/pano/head up/360/,195980,2023,9725,тъмно сив,бензинов,517.0,джип,софия,https://www.mobile.bg/obiava-21739522607950378-mercedes-benz-gle-580-amg-facelift-4matic-night-burm-pano-head-up-360,1
mercedes-benz gle 580 4matic = amg line premium= гаранция,197090,2024,7000,черен,бензинов,539.0,джип,софия,https://www.mobile.bg/obiava-21734697546508483-mercedes-benz-gle-580-4matic-amg-line-premium-garantsiya,1
mercedes-benz gle 580 4matic = amg line premium= гаранция,197420,2024,7000,сив,бензинов,539.0,джип,софия,https://www.mobile.bg/obiava-21734697802649820-mercedes-benz-gle-580-4matic-amg-line-premium-garantsiya,1
mercedes-benz gle 63 amg suv,68208,2016,226000,тъмно сив,бензинов,585.0,джип,софия,https://www.mobile.bg/obiava-21711101331430439-mercedes-benz-gle-63-amg-suv,1
mercedes-benz gle 63 amg,79999,2016,160000,черен,бензинов,585.0,джип,пловдив,https://www.mobile.bg/obiava-21726507007550731-mercedes-benz-gle-63-amg,1
mercedes-benz gle 63 amg coupe,107800,2016,99000,черен,бензинов,557.0,купе,пловдив,https://www.mobile.bg/obiava-21716965927661512-mercedes-benz-gle-63-amg-coupe,1
mercedes-benz gle 63 amg 4.0/571hp/4matic+ /amg/pano/360/042b,173999,2021,55600,бял,бензинов,571.0,джип,софия,https://www.mobile.bg/obiava-21721896715156071-mercedes-benz-gle-63-amg-4-0-571hp-4matic-amg-pano-360-042b,1
mercedes-benz gle 63 s amg coupe/63amg/9g-tronic/,7777,2015,115000,бял,бензинов,585.0,купе,пазарджик,https://www.mobile.bg/obiava-21697244015093712-mercedes-benz-gle-63-s-amg-coupe-63amg-9g-tronic,1
mercedes-benz gle 63 s amg gle 63s amg,65000,2016,160000,син,бензинов,585.0,джип,дупница,https://www.mobile.bg/obiava-21735827119050578-mercedes-benz-gle-63-s-amg-gle-63s-amg,1
mercedes-benz gle 63 s amg suv,68208,2016,226000,тъмно сив,бензинов,585.0,джип,софия,https://www.mobile.bg/obiava-21710518414824915-mercedes-benz-gle-63-s-amg-suv,1
mercedes-benz gle 63 s amg 4matic pano night pack  b&o tv carbon,77900,2016,187000,черен,бензинов,585.0,джип,софия,https://www.mobile.bg/obiava-21718022257133528-mercedes-benz-gle-63-s-amg-4matic-pano-night-pack-b-o-tv-carbon,1
mercedes-benz gle 63 s amg,87000,2015,163000,бял,бензинов,585.0,джип,благоевград,https://www.mobile.bg/obiava-21649437385843576-mercedes-benz-gle-63-s-amg,1
mercedes-benz gle 63 s amg,87000,2015,98000,кафяв,бензинов,585.0,джип,шумен,https://www.mobile.bg/obiava-21715799776180278-mercedes-benz-gle-63-s-amg,1
mercedes-benz gle 63 s amg обслужен!,91666,2016,134000,сив,бензинов,585.0,купе,пловдив,https://www.mobile.bg/obiava-21730196607247960-mercedes-benz-gle-63-s-amg-obsluzhen,1
mercedes-benz gle 63 s amg 63s 700кс stage 2,94999,2016,175669,бял,бензинов,585.0,купе,хасково,https://www.mobile.bg/obiava-21731700082395438-mercedes-benz-gle-63-s-amg-63s-700ks-stage-2,1
mercedes-benz gle 63 s amg 4matic+ coupe,98000,2016,196000,черен,бензинов,585.0,купе,пловдив,https://www.mobile.bg/obiava-21726490944397981-mercedes-benz-gle-63-s-amg-4matic-coupe,1
"mercedes-benz gle 63 s amg 100000км, карбон, панорама, 585к.с",99900,2016,100000,черен,бензинов,585.0,джип,пловдив,https://www.mobile.bg/obiava-21686636084527702-mercedes-benz-gle-63-s-amg-100000km-karbon-panorama-585k-s,1
mercedes-benz gle 63 s amg full!!!!!!!,99900,2017,90000,черен,бензинов,585.0,джип,варна,https://www.mobile.bg/obiava-21699892096735139-mercedes-benz-gle-63-s-amg-full,1
mercedes-benz gle 63 s amg harman kardon/22 /carbon/coupe,99990,2016,118000,черен,бензинов,585.0,купе,софия,https://www.mobile.bg/obiava-21734504174001344-mercedes-benz-gle-63-s-amg-harman-kardon-22-carbon-coupe,1
mercedes-benz gle 63 s amg,103500,2018,97000,кафяв,бензинов,585.0,джип,варна,https://www.mobile.bg/obiava-21734965301350615-mercedes-benz-gle-63-s-amg,1
mercedes-benz gle 63 s amg bang&olufsen/камера/multibeam/vilner design,124900,2015,85000,бял,бензинов,585.0,джип,софия,https://www.mobile.bg/obiava-21709105878884231-mercedes-benz-gle-63-s-amg-bang-olufsen-kamera-multibeam-vilner-design,1
mercedes-benz gle 63 s amg gle 63s amg,147000,2016,100000,кафяв,бензинов,585.0,купе,дупница,https://www.mobile.bg/obiava-21690563213384505-mercedes-benz-gle-63-s-amg-gle-63s-amg,1
mercedes-benz gle 63 s amg s panorama* obduhvane* burm4d* eq boost&carbon,147999,2021,122000,черен,бензинов,612.0,джип,пловдив,https://www.mobile.bg/obiava-21731179432143603-mercedes-benz-gle-63-s-amg-s-panorama-obduhvane-burm4d-eq-boost-carbon,1
mercedes-benz gle 63 s amg,160000,2020,113000,черен,бензинов,612.0,джип,пловдив,https://www.mobile.bg/obiava-21739544929893284-mercedes-benz-gle-63-s-amg,1
mercedes-benz gle 63 s amg 37000 км,136000,2020,37000,син,бензинов,585.0,купе,благоевград,https://www.mobile.bg/obiava-21695977864030915-mercedes-benz-gle-63-s-amg-37000-km,1
mercedes-benz gle 63 s amg carbon* ceramic* panorama* full,185000,2022,113000,черен,бензинов,612.0,джип,пловдив,https://www.mobile.bg/obiava-21739635918815727-mercedes-benz-gle-63-s-amg-carbon-ceramic-panorama-full,1
mercedes-benz gle 63 s amg mercedes-benz gle 63 s amg coupe* panorama* head u,190000,2021,45000,тъмно сив,бензинов,612.0,купе,софия,https://www.mobile.bg/obiava-21732789045000733-mercedes-benz-gle-63-s-amg-mercedes-benz-gle-63-s-amg-coupe-panorama-head-u,1
mercedes-benz gle 63 s amg 4matic/pano/burmesrter/navi/33000км!!!,199990,2021,33000,син,бензинов,612.0,джип,софия,https://www.mobile.bg/obiava-21740039477386605-mercedes-benz-gle-63-s-amg-4matic-pano-burmesrter-navi-33000km,1
mercedes-benz gle 63 s amg s 4m+ mbux/multibeam/pan,180318,2023,32000,черен,бензинов,612.0,джип,софия,https://www.mobile.bg/obiava-21732700916687752-mercedes-benz-gle-63-s-amg-s-4m-mbux-multibeam-pan,1
mercedes-benz gle 63 s amg 4m 360 headup burm pano,188900,2023,32000,черен,бензинов,612.0,джип,софия,https://www.mobile.bg/obiava-21729161152048198-mercedes-benz-gle-63-s-amg-4m-360-headup-burm-pano,1
mercedes-benz gle 63 s amg,194040,2022,80000,червен,бензинов,612.0,джип,велико търново,https://www.mobile.bg/obiava-21707397619898440-mercedes-benz-gle-63-s-amg,1
mercedes-benz gle 63 s amg coupe*panorama*head up*keyless*burmester,236880,2021,25000,тъмно сив,бензинов,612.0,купе,софия,https://www.mobile.bg/obiava-21689692216266388-mercedes-benz-gle-63-s-amg-coupe-panorama-head-up-keyless-burmester,1
mercedes-benz gle 63 s amg /coupe/4m/carbon/pano/burm/head up/360/active ride,199980,2021,48000,черен,бензинов,612.0,купе,софия,https://www.mobile.bg/obiava-21710925102283219-mercedes-benz-gle-63-s-amg-coupe-4m-carbon-pano-burm-head-up-360-active-ride,1
mercedes-benz gle 63 s amg 4matic,249900,2023,12000,сив,бензинов,612.0,джип,софия,https://www.mobile.bg/obiava-21684349656379837-mercedes-benz-gle-63-s-amg-4matic,1
mercedes-benz gle 63 s amg,249999,2023,37000,черен,бензинов,600.0,джип,варна,https://www.mobile.bg/obiava-21740060672915446-mercedes-benz-gle-63-s-amg,1
mercedes-benz gle 63 s amg 4-matic night pano burm,251700,2022,26800,черен,бензинов,612.0,джип,варна,https://www.mobile.bg/obiava-21724080553544099-mercedes-benz-gle-63-s-amg-4-matic-night-pano-burm,1
mercedes-benz gle 63 s amg 4m+*multibeam*mbux*pano*abgas*mbux*,213500,2021,62500,бял,бензинов,612.0,джип,пловдив,https://www.mobile.bg/obiava-21610988142716706-mercedes-benz-gle-63-s-amg-4m-multibeam-mbux-pano-abgas-mbux,1
mercedes-benz gle 63 s amg 4matic+ = carbon= гаранция,218500,2023,10500,черен,бензинов,634.0,джип,софия,https://www.mobile.bg/obiava-21735045891065749-mercedes-benz-gle-63-s-amg-4matic-carbon-garantsiya,1
mercedes-benz gle 63 s amg /4matic/facelift/carbon/exclusiv/burm/pano/head up,219980,2023,13935,черен,бензинов,612.0,джип,софия,https://www.mobile.bg/obiava-21740138287502622-mercedes-benz-gle-63-s-amg-4matic-facelift-carbon-exclusiv-burm-pano-head-up,1
mercedes-benz gle 63 s amg /4m/coupe/facelift/carbon/burm/head up/360/pano/22,231680,2023,13500,бял,бензинов,612.0,купе,софия,https://www.mobile.bg/obiava-21740054357538978-mercedes-benz-gle-63-s-amg-4m-coupe-facelift-carbon-burm-head-up-360-pano-22,1
mercedes-benz gle 63 s amg /4m/coupe/facelift/burm/pano/hud/360/active ride/,234780,2024,650,черен,бензинов,612.0,купе,софия,https://www.mobile.bg/obiava-21740057764149135-mercedes-benz-gle-63-s-amg-4m-coupe-facelift-burm-pano-hud-360-active-ride,1
mercedes-benz gle 63 s amg /4matic/facelift/ceramic/carbon/night/pano/burm/22,235780,2023,28660,тъмно сив,бензинов,612.0,джип,софия,https://www.mobile.bg/obiava-21740142481360557-mercedes-benz-gle-63-s-amg-4matic-facelift-ceramic-carbon-night-pano-burm-22,1
mercedes-benz gle 63 s amg coupe* pano* burmester* distr* keyless&,237700,2023,18000,черен,бензинов,612.0,купе,софия,https://www.mobile.bg/obiava-21724395560559995-mercedes-benz-gle-63-s-amg-coupe-pano-burmester-distr-keyless,1
mercedes-benz gle 63 s amg 4matic,238999,2023,43250,черен,бензинов,612.0,джип,софия,https://www.mobile.bg/obiava-21734625411927274-mercedes-benz-gle-63-s-amg-4matic,1
mercedes-benz gle 63 s amg /4matic/facelift/carbon/ride control/burm/360/pano,239980,2024,13400,черен,бензинов,612.0,джип,софия,https://www.mobile.bg/obiava-21740144102073385-mercedes-benz-gle-63-s-amg-4matic-facelift-carbon-ride-control-burm-360-pano,1
mercedes-benz gle 63 s amg 4matic+ = night package= гаранция,240500,2024,8000,бял,бензинов,634.0,джип,софия,https://www.mobile.bg/obiava-21735045716536502-mercedes-benz-gle-63-s-amg-4matic-night-package-garantsiya,1
mercedes-benz gle 63 s amg coupe 4matic+ = night package= гаранция,252840,2024,12000,бял,бензинов,639.0,купе,софия,https://www.mobile.bg/obiava-21737047082752899-mercedes-benz-gle-63-s-amg-coupe-4matic-night-package-garantsiya,1
mercedes-benz gle coupe coupe 350/4-matic/63amg/9g-tronic/панорама/,7777,2018,175000,черен,дизелов,258.0,купе,пазарджик,https://www.mobile.bg/obiava-21695141409556940-mercedes-benz-gle-coupe-coupe-350-4-matic-63amg-9g-tronic-panorama,1
mercedes-benz gle coupe gle coupe 350 d 4matic amg styling,62500,2015,170000,черен,дизелов,260.0,купе,пловдив,https://www.mobile.bg/obiava-21725283418678352-mercedes-benz-gle-coupe-gle-coupe-350-d-4matic-amg-styling,1
mercedes-benz gle coupe  coupe,65000,2016,136187,син,дизелов,258.0,купе,софия,https://www.mobile.bg/obiava-21732523017005342-mercedes-benz-gle-coupe-coupe,0
mercedes-benz gle coupe топ !!,67000,2017,193000,тъмно сив,дизелов,258.0,купе,пловдив,https://www.mobile.bg/obiava-21733416035687582-mercedes-benz-gle-coupe-top,0
"mercedes-benz gle coupe gle coupe, 350d, 4matic, amg, 9g tronic, 360* каме",68000,2017,170000,сив,дизелов,258.0,купе,софия,https://www.mobile.bg/obiava-21722256831170853-mercedes-benz-gle-coupe-gle-coupe-350d-4matic-amg-9g-tronic-360-kame,1
mercedes-benz gle coupe 3.5 amg switzerland import,68302,2016,174000,бял,дизелов,258.0,купе,софия,https://www.mobile.bg/obiava-21721057338444789-mercedes-benz-gle-coupe-3-5-amg-switzerland-import,1
mercedes-benz gle coupe amg 4matic,69000,2018,107000,червен,бензинов,455.0,купе,пловдив,https://www.mobile.bg/obiava-21733489728162844-mercedes-benz-gle-coupe-amg-4matic,1
mercedes-benz gle coupe 350 d amg,70000,2015,190000,бял,дизелов,254.0,купе,софия,https://www.mobile.bg/obiava-21740144668096741-mercedes-benz-gle-coupe-350-d-amg,1
mercedes-benz gle coupe gle 350 cdi 360 camera - вакум,70499,2017,227500,черен,дизелов,258.0,купе,кърджали,https://www.mobile.bg/obiava-21735052890368243-mercedes-benz-gle-coupe-gle-350-cdi-360-camera-vakum,0
mercedes-benz gle coupe 350d amg optic,70500,2016,127854,бял,дизелов,258.0,купе,софия,https://www.mobile.bg/obiava-21732109111533045-mercedes-benz-gle-coupe-350d-amg-optic,1
mercedes-benz gle coupe 350cdi/amg/4-matic/9ск/soft close/360 камера,72900,2016,155000,тъмно сив,дизелов,258.0,купе,сливен,https://www.mobile.bg/obiava-21706186431114155-mercedes-benz-gle-coupe-350cdi-amg-4-matic-9sk-soft-close-360-kamera,1
"mercedes-benz gle coupe amg, distr, 360 cam",73999,2016,138000,черен,дизелов,258.0,купе,софия,https://www.mobile.bg/obiava-21714553576231302-mercedes-benz-gle-coupe-amg-distr-360-cam,1
mercedes-benz gle coupe coupe amg optic . 4matik. panorama kylessgo. 9g.,74800,2016,170000,бял,дизелов,258.0,купе,перник,https://www.mobile.bg/obiava-21731961461111738-mercedes-benz-gle-coupe-coupe-amg-optic-4matik-panorama-kylessgo-9g,1
mercedes-benz gle coupe 350d= 4matic= 63 amg= distronic= harman/kardon=,74999,2017,200000,черен,дизелов,258.0,купе,пазарджик,https://www.mobile.bg/obiava-21733851002567196-mercedes-benz-gle-coupe-350d-4matic-63-amg-distronic-harman-kardon,1
mercedes-benz gle coupe 450 amg biturbo,75000,2016,136000,бял,бензинов,367.0,купе,софия,https://www.mobile.bg/obiava-21735300533534825-mercedes-benz-gle-coupe-450-amg-biturbo,1
mercedes-benz gle coupe amg* 4x4* night pack* pano* germany* лизинг*,75888,2016,196444,бял,дизелов,256.0,купе,софия,https://www.mobile.bg/obiava-21710315984636744-mercedes-benz-gle-coupe-amg-4x4-night-pack-pano-germany-lizing,1
mercedes-benz gle coupe на пружини и реални километри!,76999,2017,158321,бял,дизелов,258.0,купе,софия,https://www.mobile.bg/obiava-21730907956266736-mercedes-benz-gle-coupe-na-pruzhini-i-realni-kilometri,0
mercedes-benz gle coupe 350cdi#amg#,79000,2017,99200,син,дизелов,258.0,купе,варна,https://www.mobile.bg/obiava-21730821143122946-mercedes-benz-gle-coupe-350cdi-amg,1
mercedes-benz gle coupe,79999,2016,137000,черен,бензинов,333.0,купе,пловдив,https://www.mobile.bg/obiava-21738142442739657-mercedes-benz-gle-coupe,0
mercedes-benz gle coupe 43 amg,82500,2019,133954,светло сив,бензинов,390.0,купе,софия,https://www.mobile.bg/obiava-21725966010780401-mercedes-benz-gle-coupe-43-amg,1
mercedes-benz gle coupe amg * premium plus * top*,84000,2018,189000,тъмно сив,дизелов,258.0,купе,софия,https://www.mobile.bg/obiava-21737641811138518-mercedes-benz-gle-coupe-amg-premium-plus-top,1
mercedes-benz gle coupe 350d 4matic,88200,2018,95326,сребърен,дизелов,258.0,купе,бургас,https://www.mobile.bg/obiava-21730663387787099-mercedes-benz-gle-coupe-350d-4matic,0
mercedes-benz gle coupe 350* 4matic* full екстри,89900,2019,67300,черен,дизелов,258.0,купе,софия,https://www.mobile.bg/obiava-21716145447323040-mercedes-benz-gle-coupe-350-4matic-full-ekstri,0
mercedes-benz gle coupe 55 000km 350d 4matic* amg*,94080,2018,55000,светло сив,дизелов,258.0,купе,плевен,https://www.mobile.bg/obiava-21726992596759789-mercedes-benz-gle-coupe-55-000km-350d-4matic-amg,1
mercedes-benz gle coupe 350d silvar star  n1,95000,2016,53000,сребърен,дизелов,268.0,купе,велико търново,https://www.mobile.bg/obiava-21653766905237472-mercedes-benz-gle-coupe-350d-silvar-star-n1,0
mercedes-benz gle coupe 45000km,96000,2018,45000,металик,дизелов,258.0,купе,бургас,https://www.mobile.bg/obiava-21736101980599419-mercedes-benz-gle-coupe-45000km,0
mercedes-benz gle coupe 63s amg night package/ carbon/ alcantara full full,99000,2016,142954,черен,бензинов,585.0,купе,благоевград,https://www.mobile.bg/obiava-21712653481389225-mercedes-benz-gle-coupe-63s-amg-night-package-carbon-alcantara-full-full,1
mercedes-benz gle coupe silver star,89999,2018,60100,черен,дизелов,268.0,купе,габрово,https://www.mobile.bg/obiava-21737891970645140-mercedes-benz-gle-coupe-silver-star,0
mercedes-benz gle coupe amg panorama,115800,2021,165000,бял,дизелов,286.0,купе,пловдив,https://www.mobile.bg/obiava-21738163924939456-mercedes-benz-gle-coupe-amg-panorama,1
mercedes-benz gle coupe,129000,2020,91000,черен,дизелов,286.0,купе,благоевград,https://www.mobile.bg/obiava-21712066158159253-mercedes-benz-gle-coupe,0
mercedes-benz gle coupe 350d 4matic amg line,132999,2021,192000,сив,дизелов,272.0,купе,софия,https://www.mobile.bg/obiava-21739894525178847-mercedes-benz-gle-coupe-350d-4matic-amg-line,1
mercedes-benz gle coupe 350d 4matic amg line,114999,2020,154800,черен,дизелов,271.0,купе,софия,https://www.mobile.bg/obiava-21739797184999400-mercedes-benz-gle-coupe-350d-4matic-amg-line,1
mercedes-benz gle coupe 400d в гаранция,139800,2020,159000,черен,дизелов,330.0,купе,софия,https://www.mobile.bg/obiava-21734867481124745-mercedes-benz-gle-coupe-400d-v-garantsiya,0
mercedes-benz gle coupe 400d coupe amg 22-цола burmester масаж обдухване,139990,2020,190000,син,дизелов,330.0,купе,враца,https://www.mobile.bg/obiava-21702586488112992-mercedes-benz-gle-coupe-400d-coupe-amg-22-tsola-burmester-masazh-obduhvane,1
mercedes-benz gle coupe 53 amg 4matic+ eq boost exclusive night package,144999,2020,109581,сив,бензинов,435.0,купе,софия,https://www.mobile.bg/obiava-21737987509510005-mercedes-benz-gle-coupe-53-amg-4matic-eq-boost-exclusive-night-package,1
mercedes-benz gle coupe 350e 4matic plug in hybrid  коледна промоция!,166598,2021,89000,черен,plug-in хибрид,347.0,купе,софия,https://www.mobile.bg/obiava-21680344663006605-mercedes-benz-gle-coupe-350e-4matic-plug-in-hybrid-koledna-promotsiya,0
mercedes-benz gle coupe 53 amg* night* hud* massage* burmester* pano* 22,167000,2020,65000,черен,бензинов,435.0,купе,софия,https://www.mobile.bg/obiava-21736457838203598-mercedes-benz-gle-coupe-53-amg-night-hud-massage-burmester-pano-22,1
mercedes-benz gle coupe 5.3 amg 4matik burmester multibeam light pano matt,206900,2023,23000,черен,бензинов,435.0,купе,софия,https://www.mobile.bg/obiava-21728491801888745-mercedes-benz-gle-coupe-5-3-amg-4matik-burmester-multibeam-light-pano-matt,1
mercedes-benz gle coupe gle 63 s аmg керамика !!!карбон!!!,240000,2022,43000,бял,бензинов,612.0,купе,шумен,https://www.mobile.bg/obiava-21701263703982637-mercedes-benz-gle-coupe-gle-63-s-amg-keramika-karbon,0
